trjFile,tMinTTC,xMinPET,yMinPET,zMinPET,TTC,PET,MaxS,DeltaS,DR,MaxD,MaxDeltaV,ConflictAngle,ClockAngle,ConflictType,PostCrashV,PostCrashHeading,FirstVID,FirstLink,FirstLane,FirstLength,FirstWidth,FirstHeading,FirstVMinTTC,FirstDeltaV,xFirstCSP,yFirstCSP,xFirstCEP,yFirstCEP,SecondVID,SecondLink,SecondLane,SecondLength,SecondWidth,SecondHeading,SecondVMinTTC,SecondDeltaV,xSecondCSP,ySecondCSP,xSecondCEP,ySecondCEP,P(UEA),mTTC,mPET,
left turn real_038.trj,176.00,4.66,-306.95,0.00,1.10,1.60,2.04,1.71,-0.20,-1.84,0.91,20.36,5:19,lane change,1.14,87.21,39,5,2,4.21,2.00,70.24,0.37,0.80,4.66,-307.17,6.13,-303.07,43,5,2,3.75,1.99,90.60,2.04,0.91,4.73,-313.74,4.70,-310.82,1.00,99.00,99.00,
left turn real_038.trj,178.60,5.09,-348.13,0.00,1.30,0.60,3.97,3.10,-1.29,-1.29,1.59,0.00,5:59,rear end,2.45,90.60,68,5,2,4.36,1.97,90.60,0.87,1.59,5.11,-350.28,5.08,-347.32,74,5,2,4.61,1.95,90.60,3.97,1.52,5.21,-359.29,5.14,-352.54,1.00,99.00,99.00,
left turn real_038.trj,183.60,0.00,-241.35,0.00,1.50,0.80,9.76,6.19,-7.05,-7.05,3.19,0.94,5:58,lane change,6.57,263.21,81,1,2,4.61,1.95,262.54,3.57,3.00,0.00,-241.35,-0.28,-243.49,84,1,2,4.21,2.00,263.48,9.76,3.19,-0.79,-230.00,-1.73,-238.23,1.00,99.00,99.00,
left turn real_038.trj,183.00,-0.01,-251.06,0.00,1.50,1.80,5.33,5.33,-3.16,-3.16,2.75,-9.02,6:18,rear end,2.75,260.91,65,1,2,4.21,2.00,269.93,0.00,2.75,-0.01,-251.06,-0.01,-251.06,81,1,2,4.61,1.95,260.91,5.33,2.58,0.00,-238.69,-1.26,-246.60,1.00,99.00,99.00,
left turn real_038.trj,181.00,5.21,-359.23,0.00,1.10,0.40,4.82,1.46,-0.97,-3.20,0.76,6.99,5:46,lane change,4.10,87.53,76,5,2,4.76,2.07,83.61,3.45,0.70,5.22,-359.90,7.35,-340.82,78,5,2,4.61,1.95,90.60,4.82,0.76,5.29,-366.54,5.15,-353.86,1.00,99.00,99.00,
left turn real_038.trj,181.20,5.13,-351.36,0.00,1.30,0.80,3.26,1.80,-0.95,-1.18,0.94,-6.16,6:12,rear end,2.41,86.24,74,5,2,4.61,1.95,90.60,1.48,0.94,5.13,-351.91,5.00,-338.85,76,5,2,4.76,2.07,84.44,3.26,0.86,5.21,-359.23,6.43,-346.67,1.00,99.00,99.00,
left turn real_038.trj,190.40,5.06,-345.03,0.00,0.90,3.40,7.55,0.16,-0.19,-7.47,0.09,0.00,5:59,rear end,7.46,90.60,82,5,2,4.01,1.85,90.60,7.55,0.09,5.06,-345.03,4.95,-334.39,85,5,2,4.36,1.97,90.60,7.38,0.08,5.35,-372.79,5.06,-345.21,1.00,99.00,99.00,
left turn real_038.trj,191.20,4.96,-335.77,0.00,1.10,1.40,6.12,3.98,-2.34,-7.49,1.99,-9.92,6:20,lane change,4.15,83.29,82,5,2,4.01,1.85,90.60,2.20,1.99,4.97,-336.46,4.95,-334.15,86,5,2,4.01,1.85,80.68,6.12,1.99,5.07,-345.97,6.45,-337.56,1.00,99.00,99.00,
left turn real_038.trj,196.20,5.05,-344.30,0.00,1.30,1.00,6.22,5.97,-2.02,-2.76,3.05,0.00,6:00,rear end,3.30,90.60,85,5,2,4.36,1.97,90.60,0.25,3.05,5.06,-345.09,5.03,-342.45,88,5,2,4.61,1.95,90.60,6.22,2.92,5.20,-358.35,5.10,-348.46,1.00,99.00,99.00,
left turn real_038.trj,199.00,4.94,-333.49,0.00,0.90,2.20,3.46,2.71,-3.93,-3.93,1.45,26.72,5:07,lane change,1.91,87.36,82,5,2,4.01,1.85,63.88,0.52,1.45,4.94,-333.85,6.95,-329.76,85,5,2,4.36,1.97,90.60,3.16,1.26,5.02,-341.32,4.98,-337.67,1.00,99.00,99.00,
left turn real_038.trj,202.40,0.00,-241.33,0.00,0.00,0.00,10.42,7.73,1.69,1.69,3.99,-7.14,6:14,lane change,3.92,262.95,92,1,2,4.61,1.95,269.93,0.18,3.74,0.00,-241.28,0.00,-241.33,94,1,2,4.21,2.00,262.79,7.90,3.99,-0.34,-226.06,-1.72,-236.97,1.00,99.00,99.00,
left turn real_038.trj,202.00,7.43,-328.41,0.00,0.70,0.40,7.64,5.66,-1.28,-2.61,2.83,7.44,5:45,lane change,4.82,89.06,82,5,2,4.01,1.85,83.17,2.01,2.83,6.07,-331.58,8.22,-313.62,91,5,1,3.75,1.99,90.60,7.64,2.82,8.55,-343.99,8.33,-323.12,1.00,99.00,99.00,
left turn real_038.trj,224.80,7.67,-342.96,0.00,1.00,0.40,6.66,6.34,-0.68,-3.73,3.17,28.10,5:04,lane change,3.49,89.20,99,5,2,4.01,1.85,62.50,0.36,3.17,5.75,-345.84,8.11,-341.30,102,5,1,4.01,1.85,90.60,6.66,3.17,8.69,-357.50,8.57,-346.44,1.00,99.00,99.00,
left turn real_038.trj,233.60,-3.49,-230.94,0.00,1.50,2.80,9.40,0.21,-0.94,-3.18,0.12,0.00,6:00,rear end,9.30,269.93,113,1,1,4.01,1.85,269.93,9.19,0.12,-3.49,-230.94,-3.50,-243.95,112,1,1,4.64,2.00,269.93,9.40,0.09,-3.45,-198.60,-3.48,-226.87,1.00,99.00,99.00,
left turn real_038.trj,246.80,-3.46,-211.37,0.00,1.50,2.60,11.52,2.70,-1.15,-3.29,1.48,1.19,5:58,rear end,10.05,270.55,118,1,1,4.61,1.95,269.93,8.83,1.22,-3.46,-211.37,-3.48,-223.69,121,1,1,4.01,1.85,271.12,11.52,1.48,-3.43,-180.57,-2.89,-207.93,1.00,99.00,99.00,
left turn real_038.trj,282.80,4.58,-299.18,0.00,1.40,2.40,2.41,0.80,-0.64,-1.97,0.41,0.00,6:00,rear end,1.99,90.60,68,5,2,4.36,1.97,90.60,2.41,0.41,4.58,-299.18,4.55,-296.33,74,5,2,4.61,1.95,90.60,1.60,0.39,4.67,-307.90,4.62,-303.47,1.00,99.00,99.00,
left turn real_038.trj,294.80,8.65,-362.31,0.00,1.40,1.40,4.60,4.55,-1.71,-1.71,2.59,1.20,5:58,rear end,2.64,90.59,125,5,1,4.01,1.85,89.41,0.05,2.59,8.65,-362.54,8.68,-359.49,139,5,1,4.76,2.07,90.60,4.60,1.96,8.86,-373.55,8.79,-366.51,1.00,99.00,99.00,
left turn real_038.trj,295.20,5.32,-369.93,0.00,0.90,1.40,7.74,7.12,-1.23,-7.25,3.56,0.00,6:00,rear end,4.18,90.60,132,5,2,4.21,2.00,90.60,0.62,3.56,5.33,-370.44,5.29,-366.56,140,5,2,4.21,2.00,90.60,7.74,3.56,5.48,-384.78,5.34,-372.02,1.00,99.00,99.00,
left turn real_038.trj,299.40,-0.02,-228.72,0.00,0.00,0.00,3.25,1.63,2.66,2.66,0.82,-25.14,6:50,rear end,0.82,246.56,121,1,2,4.01,1.85,271.70,0.00,0.82,-0.02,-228.72,-0.02,-228.72,123,1,2,3.75,1.99,246.56,1.63,0.81,-0.56,-223.32,-1.21,-224.81,1.00,99.00,99.00,
left turn real_038.trj,300.60,0.00,-241.32,0.00,0.00,0.00,5.91,1.63,2.72,2.72,0.81,-23.08,6:46,rear end,0.81,246.85,116,1,2,4.21,2.00,269.93,0.00,0.81,0.00,-241.32,0.00,-241.32,120,1,2,4.21,2.00,246.85,1.63,0.81,-0.57,-235.60,-1.20,-237.09,1.00,99.00,99.00,
left turn real_038.trj,304.80,5.34,-371.29,0.00,0.00,0.00,6.60,6.60,-2.07,-2.80,3.51,-7.91,6:16,rear end,3.09,82.69,140,5,2,4.21,2.00,90.60,0.00,3.09,5.34,-371.29,5.34,-371.29,144,5,2,4.01,1.85,82.69,6.60,3.51,5.48,-385.18,6.73,-375.45,1.00,99.00,99.00,
left turn real_038.trj,310.20,5.08,-347.10,0.00,0.70,2.00,3.04,0.64,-0.35,-6.33,0.34,0.00,6:00,rear end,2.61,90.60,119,5,2,4.76,2.07,90.60,2.30,0.31,5.09,-347.50,5.07,-345.59,122,5,2,4.61,1.95,90.60,2.94,0.34,5.17,-355.93,5.13,-351.72,1.00,99.00,99.00,
left turn real_038.trj,312.00,5.19,-357.82,0.00,0.60,1.80,3.10,0.59,-7.22,-7.22,0.30,0.00,6:00,rear end,2.13,90.60,132,5,2,4.21,2.00,90.60,1.83,0.30,5.20,-358.27,5.18,-356.59,140,5,2,4.21,2.00,90.60,2.43,0.30,5.27,-365.27,5.24,-361.99,1.00,99.00,99.00,
left turn real_038.trj,314.20,0.04,-209.47,0.00,0.00,0.00,5.30,1.73,2.48,2.48,0.96,-20.32,6:41,lane change,0.77,249.61,137,1,2,4.64,2.00,269.93,0.00,0.77,0.04,-209.47,0.04,-209.47,143,1,2,4.01,1.85,249.61,1.73,0.96,-0.52,-203.40,-1.66,-206.47,1.00,99.00,99.00,
left turn real_038.trj,310.20,5.17,-355.33,0.00,1.10,1.40,3.04,0.92,-7.52,-7.57,0.48,0.00,6:00,rear end,2.60,90.60,122,5,2,4.61,1.95,90.60,3.04,0.45,5.17,-355.33,5.12,-350.47,132,5,2,4.21,2.00,90.60,2.12,0.48,5.25,-362.89,5.17,-355.56,1.00,99.00,99.00,
left turn real_038.trj,312.80,5.07,-345.58,0.00,0.90,2.60,1.15,1.15,-2.62,-2.62,0.60,0.00,5:59,rear end,0.55,90.60,119,5,2,4.76,2.07,90.60,0.00,0.55,5.07,-345.59,5.05,-344.09,122,5,2,4.61,1.95,90.60,1.15,0.60,5.13,-351.49,5.11,-350.21,1.00,99.00,99.00,
left turn real_038.trj,311.00,0.05,-196.20,0.00,1.50,3.40,6.67,5.04,-3.54,-3.54,2.72,0.04,5:59,rear end,3.95,269.96,149,1,2,4.76,2.07,269.93,1.62,2.33,0.06,-195.16,0.05,-199.60,150,1,2,4.21,2.00,269.97,6.67,2.72,0.06,-181.91,0.06,-191.89,1.00,99.00,99.00,
left turn real_038.trj,315.80,0.05,-201.07,0.00,1.40,1.20,2.56,0.60,-0.23,-0.23,0.32,-12.84,6:26,rear end,2.44,264.32,149,1,2,4.76,2.07,269.93,2.56,0.28,0.05,-200.12,0.05,-202.47,150,1,2,4.21,2.00,257.09,2.32,0.32,0.06,-192.36,-1.06,-197.23,1.00,99.00,99.00,
left turn real_038.trj,318.40,-0.01,-250.27,0.00,0.00,0.00,4.83,1.65,1.69,1.69,0.88,-23.04,6:46,lane change,0.88,246.89,95,1,2,4.01,1.85,269.93,0.00,0.88,-0.01,-250.27,-0.01,-250.27,116,1,2,4.21,2.00,246.89,1.65,0.77,-0.76,-245.33,-1.90,-248.01,1.00,99.00,99.00,
left turn real_038.trj,314.80,5.18,-356.21,0.00,0.80,1.40,1.96,0.43,-3.87,-3.87,0.22,0.00,5:59,rear end,1.74,90.60,132,5,2,4.21,2.00,90.60,1.96,0.22,5.18,-356.21,5.15,-353.38,140,5,2,4.21,2.00,90.60,1.52,0.22,5.23,-361.70,5.20,-358.29,1.00,99.00,99.00,
left turn real_038.trj,322.40,5.19,-357.11,0.00,1.00,1.40,7.12,6.61,-0.97,-2.80,3.30,0.00,6:00,rear end,3.82,90.60,140,5,2,4.21,2.00,90.60,0.51,3.30,5.19,-357.82,5.18,-356.05,151,5,2,4.21,2.00,90.60,7.12,3.30,5.34,-371.80,5.23,-361.21,1.00,99.00,99.00,
left turn real_038.trj,327.00,0.01,-231.26,0.00,0.00,0.00,5.82,1.32,2.59,2.59,0.69,-21.85,6:44,rear end,0.69,248.08,133,1,2,4.21,2.00,269.93,0.00,0.69,0.01,-231.26,0.01,-231.26,137,1,2,4.64,2.00,248.08,1.32,0.63,-0.35,-224.86,-1.13,-226.81,1.00,99.00,99.00,
left turn real_038.trj,325.00,5.35,-360.50,0.00,1.00,2.40,4.45,3.93,-2.83,-2.83,2.09,36.04,4:48,lane change,2.38,85.56,151,5,2,4.21,2.00,54.56,0.67,1.84,5.23,-360.85,7.63,-357.47,155,5,2,4.01,1.85,90.60,4.45,2.09,5.32,-369.65,5.26,-364.46,1.00,99.00,99.00,
left turn real_038.trj,335.40,5.26,-363.66,0.00,0.80,1.40,8.09,7.85,-1.20,-7.57,4.05,0.00,6:00,rear end,4.29,90.60,156,5,2,4.21,2.00,90.60,0.24,4.05,5.27,-364.63,5.24,-361.91,158,5,2,4.61,1.95,90.60,8.09,3.80,5.42,-379.77,5.30,-367.98,1.00,99.00,99.00,
left turn real_038.trj,336.00,0.00,-241.97,0.00,1.40,0.80,9.73,4.93,-1.60,-5.96,2.54,-5.60,6:11,lane change,7.21,266.27,149,1,2,4.76,2.07,269.93,4.85,2.39,0.00,-241.00,-0.01,-250.23,160,1,2,4.64,2.00,264.33,9.73,2.54,0.01,-229.33,-1.66,-246.23,1.00,99.00,99.00,
left turn real_038.trj,336.60,5.30,-368.26,0.00,1.50,1.40,5.98,4.76,-2.05,-2.05,2.46,0.00,5:59,rear end,3.52,90.60,158,5,2,4.61,1.95,90.60,1.21,2.31,5.31,-368.78,5.27,-365.11,159,5,2,4.21,2.00,90.60,5.98,2.46,5.43,-380.23,5.32,-370.03,1.00,99.00,99.00,
left turn real_038.trj,347.60,5.32,-370.03,0.00,0.00,0.00,6.95,6.95,-1.73,-2.98,3.69,-7.41,6:15,rear end,3.26,83.19,159,5,2,4.21,2.00,90.60,0.00,3.26,5.32,-370.03,5.32,-370.03,163,5,2,3.75,1.99,83.19,6.95,3.69,5.47,-384.40,6.71,-374.05,1.00,99.00,99.00,
left turn real_038.trj,356.60,5.32,-369.76,0.00,0.00,0.00,7.61,6.67,-2.10,-2.91,3.54,-8.38,6:17,rear end,3.13,82.22,159,5,2,4.21,2.00,90.60,0.00,3.13,5.32,-369.76,5.32,-369.76,167,5,2,3.75,1.99,82.22,6.67,3.54,5.46,-383.60,6.80,-373.81,1.00,99.00,99.00,
left turn real_038.trj,368.60,8.13,-304.17,0.00,0.00,0.00,7.61,4.96,-2.40,-2.83,2.63,0.00,6:00,rear end,4.28,90.60,167,5,1,3.75,1.99,90.60,1.64,2.63,8.14,-305.31,8.13,-304.17,169,5,1,4.21,2.00,90.60,6.60,2.32,8.27,-317.77,8.17,-307.92,1.00,99.00,99.00,
left turn real_038.trj,369.40,8.08,-299.60,0.00,0.00,0.00,8.26,4.65,1.59,1.59,2.35,-6.64,6:13,rear end,2.31,83.96,165,5,1,4.36,1.97,90.60,0.00,2.31,8.08,-299.60,8.08,-299.60,169,5,1,4.21,2.00,83.96,4.65,2.35,8.19,-309.94,8.93,-302.97,1.00,99.00,99.00,
left turn real_038.trj,371.40,5.32,-369.76,0.00,0.00,0.00,6.10,6.10,-1.95,-2.69,3.05,-8.83,6:18,rear end,3.05,81.77,159,5,2,4.21,2.00,90.60,0.00,3.05,5.32,-369.76,5.32,-369.76,172,5,2,4.21,2.00,81.77,6.10,3.05,5.46,-382.93,6.74,-374.09,1.00,99.00,99.00,
left turn real_038.trj,409.00,5.42,-379.50,0.00,0.00,0.00,6.71,6.68,-2.45,-2.89,3.71,-7.94,6:16,rear end,3.71,82.66,186,5,2,4.01,1.85,90.60,0.00,3.71,5.42,-379.50,5.42,-379.50,190,5,2,4.64,2.00,82.66,6.68,2.97,5.57,-393.48,6.81,-383.88,1.00,99.00,99.00,
left turn real_038.trj,414.00,6.19,-383.62,0.00,1.00,1.00,5.44,2.92,-2.54,-2.75,1.55,7.48,5:45,lane change,4.08,88.41,192,5,2,3.75,1.99,83.12,2.56,1.55,5.49,-386.02,8.71,-359.32,193,5,2,4.21,2.00,90.60,5.44,1.37,5.58,-394.89,5.47,-384.11,1.00,99.00,99.00,
left turn real_038.trj,417.60,5.56,-392.43,0.00,0.60,1.40,7.58,5.57,-1.55,-4.89,2.87,0.00,6:00,rear end,4.89,90.60,195,5,2,4.21,2.00,90.60,2.01,2.87,5.56,-392.89,5.52,-388.82,198,5,2,4.61,1.95,90.60,7.58,2.70,5.72,-408.34,5.57,-393.76,1.00,99.00,99.00,
left turn real_038.trj,435.60,0.05,-202.28,0.00,1.50,3.20,3.98,3.18,-2.27,-2.27,1.66,0.00,6:00,rear end,2.46,269.93,202,1,2,4.61,1.95,269.93,0.80,1.66,0.05,-202.28,0.04,-204.14,205,1,2,4.76,2.07,269.93,3.98,1.52,0.06,-193.05,0.05,-197.59,1.00,99.00,99.00,
left turn real_038.trj,438.40,-0.02,-260.26,0.00,0.00,0.00,5.33,1.44,2.40,2.40,0.82,-25.03,6:50,rear end,0.62,244.90,149,1,2,4.76,2.07,269.93,0.00,0.62,-0.02,-260.26,-0.02,-260.26,162,1,2,4.01,1.85,244.90,1.44,0.82,-0.57,-254.54,-1.19,-255.86,1.00,99.00,99.00,
left turn real_038.trj,439.40,-2.48,-259.95,0.00,0.00,0.00,11.25,9.88,-2.11,-6.72,5.41,19.81,5:20,rear end,6.31,268.46,162,1,2,4.01,1.85,249.98,0.96,5.41,-0.41,-254.28,-2.48,-259.95,189,1,1,4.61,1.95,269.79,10.78,4.47,-3.50,-239.71,-3.56,-256.06,1.00,99.00,99.00,
left turn real_038.trj,440.60,0.04,-204.14,0.00,0.00,0.00,2.92,1.46,2.44,2.44,0.76,-23.92,6:48,rear end,0.76,246.01,202,1,2,4.61,1.95,269.93,0.00,0.76,0.04,-204.14,0.04,-204.14,205,1,2,4.76,2.07,246.01,1.46,0.70,-0.47,-198.10,-1.07,-199.45,1.00,99.00,99.00,
left turn real_038.trj,449.60,0.02,-228.31,0.00,1.30,2.40,3.79,3.79,-1.30,-2.14,1.96,0.00,6:00,rear end,1.96,269.93,183,1,2,4.21,2.00,269.93,0.00,1.96,0.02,-228.31,0.01,-231.34,202,1,2,4.61,1.95,269.93,3.79,1.84,0.03,-218.51,0.02,-223.96,1.00,99.00,99.00,
left turn real_038.trj,458.00,5.52,-388.71,0.00,0.00,0.00,6.77,6.77,-1.73,-2.97,3.44,-7.21,6:14,rear end,3.44,83.39,198,5,2,4.61,1.95,90.60,0.00,3.44,5.52,-388.71,5.52,-388.71,209,5,2,4.64,2.00,83.39,6.77,3.33,5.67,-403.27,6.82,-393.37,1.00,99.00,99.00,
left turn real_038.trj,482.20,4.83,-323.47,0.00,1.00,1.80,4.36,1.34,-2.11,-2.61,0.69,0.00,5:59,rear end,3.66,90.60,158,5,2,4.61,1.95,90.60,3.01,0.65,4.83,-323.47,4.81,-320.91,159,5,2,4.21,2.00,90.60,4.36,0.69,4.93,-332.26,4.88,-327.76,1.00,99.00,99.00,
left turn real_038.trj,501.20,-3.53,-264.49,0.00,0.00,0.00,12.82,12.57,0.16,0.16,6.28,-2.60,6:05,rear end,6.28,267.33,218,1,1,4.21,2.00,269.93,0.00,6.28,-3.53,-264.49,-3.53,-264.49,222,1,1,4.21,2.00,267.33,12.57,6.28,-3.50,-242.99,-4.32,-260.63,1.00,99.00,99.00,
left turn real_038.trj,536.20,7.68,-383.84,0.00,0.00,0.00,7.40,6.86,-1.49,-1.86,3.49,51.63,4:17,lane change,3.95,85.20,236,5,2,4.64,2.00,38.97,0.93,3.37,6.44,-384.84,7.68,-383.84,239,5,2,4.61,1.95,90.60,7.40,3.49,5.62,-398.74,5.51,-388.09,1.00,99.00,99.00,
left turn real_038.trj,535.00,7.04,-384.25,0.00,1.20,2.40,6.45,5.61,-0.67,-6.41,2.89,23.93,5:12,lane change,3.74,87.78,236,5,2,4.64,2.00,66.67,0.93,2.89,6.44,-384.84,8.64,-379.76,238,5,1,4.76,2.07,90.60,6.45,2.72,9.10,-396.13,9.00,-387.00,1.00,99.00,99.00,
left turn real_038.trj,537.60,8.99,-385.73,0.00,0.80,0.40,6.57,4.59,-0.41,-2.41,2.30,0.00,6:00,rear end,4.15,90.60,238,5,1,4.76,2.07,90.60,1.86,2.30,9.03,-389.42,8.97,-384.15,240,5,1,4.76,2.07,90.60,6.45,2.30,9.15,-400.78,9.03,-389.86,1.00,99.00,99.00,
left turn real_038.trj,544.60,5.86,-384.81,0.00,1.00,1.80,6.48,6.48,-2.01,-2.71,3.44,45.61,4:29,lane change,3.03,90.60,242,5,2,4.21,2.00,44.99,0.00,3.03,5.48,-384.89,7.59,-382.78,246,5,2,4.01,1.85,90.60,6.48,3.44,5.62,-398.69,5.52,-388.90,1.00,99.00,99.00,
left turn real_038.trj,552.20,5.48,-384.76,0.00,0.00,0.00,7.13,7.13,-2.35,-3.25,3.57,-7.95,6:16,rear end,3.57,82.65,246,5,2,4.01,1.85,90.60,0.00,3.57,5.48,-384.79,5.48,-384.76,248,5,2,3.75,1.99,82.65,7.13,3.56,5.62,-398.78,6.92,-388.70,1.00,99.00,99.00,
left turn real_038.trj,553.40,7.45,-378.17,0.00,0.50,1.20,4.84,2.80,-0.29,-5.02,1.53,6.08,5:48,rear end,2.52,75.99,239,5,1,4.61,1.95,71.57,1.26,1.27,6.69,-379.39,8.59,-373.71,248,5,1,3.75,1.99,77.65,4.04,1.53,7.55,-386.23,8.73,-380.85,1.00,99.00,99.00,
left turn real_038.trj,555.60,8.80,-379.37,0.00,0.90,0.40,6.95,5.19,-1.11,-6.06,2.60,3.58,5:53,rear end,4.36,89.87,248,5,1,3.75,1.99,87.02,1.77,2.59,8.67,-381.51,8.83,-378.55,249,5,1,4.01,1.85,90.60,6.95,2.60,9.06,-392.33,8.96,-383.14,1.00,99.00,99.00,
