trjFile,tMinTTC,xMinPET,yMinPET,zMinPET,TTC,PET,MaxS,DeltaS,DR,MaxD,MaxDeltaV,ConflictAngle,ClockAngle,ConflictType,PostCrashV,PostCrashHeading,FirstVID,FirstLink,FirstLane,FirstLength,FirstWidth,FirstHeading,FirstVMinTTC,FirstDeltaV,xFirstCSP,yFirstCSP,xFirstCEP,yFirstCEP,SecondVID,SecondLink,SecondLane,SecondLength,SecondWidth,SecondHeading,SecondVMinTTC,SecondDeltaV,xSecondCSP,ySecondCSP,xSecondCEP,ySecondCEP,P(UEA),mTTC,mPET,
left turn real_038.trj,202.40,0.00,-241.33,0.00,0.00,0.00,10.42,10.20,1.69,1.69,5.26,-6.86,6:14,rear end,4.94,263.07,92,1,2,4.61,1.95,269.93,0.00,4.94,0.00,-241.33,0.00,-241.33,94,1,1,4.21,2.00,263.07,10.20,5.26,-1.72,-236.97,-1.72,-236.97,1.00,99.00,99.00,
left turn real_038.trj,224.00,5.02,-341.18,0.00,0.00,0.00,0.36,0.36,0.00,0.00,0.21,-27.45,6:55,rear end,0.16,63.15,93,5,2,4.76,2.07,90.60,0.00,0.16,5.02,-341.18,5.02,-341.18,99,5,2,4.01,1.85,63.15,0.36,0.21,5.90,-345.73,5.90,-345.73,1.00,99.00,99.00,
left turn real_038.trj,271.00,5.29,-366.70,0.00,0.00,0.00,0.62,0.62,0.34,0.34,0.34,-26.58,6:53,rear end,0.28,64.02,122,5,2,4.61,1.95,90.60,0.00,0.28,5.29,-366.70,5.29,-366.70,125,5,2,4.01,1.85,64.02,0.62,0.34,6.19,-371.11,6.19,-371.11,1.00,99.00,99.00,
left turn real_038.trj,299.40,-0.02,-228.72,0.00,0.00,0.00,3.25,3.25,2.66,2.66,1.63,-22.89,6:46,rear end,1.63,248.81,121,1,2,4.01,1.85,271.70,0.00,1.63,-0.02,-228.72,-0.02,-228.72,123,1,2,3.75,1.99,248.81,3.25,1.62,-1.21,-224.81,-1.21,-224.81,1.00,99.00,99.00,
left turn real_038.trj,300.60,0.00,-241.32,0.00,0.00,0.00,5.91,3.26,2.72,2.72,1.63,-20.66,6:41,rear end,1.63,249.26,116,1,2,4.21,2.00,269.93,0.00,1.63,0.00,-241.32,0.00,-241.32,120,1,2,4.21,2.00,249.26,3.26,1.63,-1.20,-237.09,-1.20,-237.09,1.00,99.00,99.00,
left turn real_038.trj,305.00,5.07,-345.90,0.00,0.00,0.00,0.74,0.61,0.66,0.66,0.31,-25.30,6:51,rear end,0.31,65.30,110,5,2,4.76,2.07,90.60,0.00,0.31,5.07,-345.90,5.07,-345.90,117,5,2,4.76,2.07,65.30,0.61,0.31,5.91,-350.75,5.91,-350.75,1.00,99.00,99.00,
left turn real_038.trj,304.80,5.34,-371.29,0.00,0.00,0.00,5.37,4.19,-0.26,-0.26,2.23,-13.37,6:27,rear end,1.96,77.23,140,5,2,4.21,2.00,90.60,0.00,1.96,5.34,-371.29,5.34,-371.29,144,5,2,4.01,1.85,77.23,4.19,2.23,6.73,-375.45,6.73,-375.45,1.00,99.00,99.00,
left turn real_038.trj,306.60,4.95,-334.82,0.00,0.00,0.00,0.61,0.61,0.66,0.66,0.35,-27.68,6:55,rear end,0.26,62.93,93,5,2,4.76,2.07,90.60,0.00,0.26,4.95,-334.82,4.95,-334.82,108,5,2,4.01,1.85,62.93,0.61,0.35,5.83,-339.29,5.83,-339.29,1.00,99.00,99.00,
left turn real_038.trj,314.20,0.04,-209.47,0.00,0.00,0.00,5.30,4.35,2.48,2.48,2.42,-18.88,6:38,rear end,1.93,251.04,137,1,2,4.64,2.00,269.93,0.00,1.93,0.04,-209.47,0.04,-209.47,143,1,1,4.01,1.85,251.04,4.35,2.42,-1.66,-206.47,-1.66,-206.47,1.00,99.00,99.00,
left turn real_038.trj,317.60,0.05,-202.55,0.00,0.00,0.00,3.78,3.46,-1.49,-1.49,1.86,-14.57,6:29,rear end,1.91,256.69,149,1,2,4.76,2.07,269.93,0.33,1.60,0.05,-202.55,0.05,-202.55,150,1,2,4.21,2.00,255.36,3.78,1.86,-1.28,-198.01,-1.28,-198.01,1.00,99.00,99.00,
left turn real_038.trj,318.40,-0.01,-250.27,0.00,0.00,0.00,4.83,3.87,2.51,2.51,2.06,-21.49,6:43,rear end,2.06,248.44,95,1,2,4.01,1.85,269.93,0.00,2.06,-0.01,-250.27,-0.01,-250.27,116,1,1,4.21,2.00,248.44,3.87,1.81,-1.90,-248.01,-1.90,-248.01,1.00,99.00,99.00,
left turn real_038.trj,326.80,5.17,-355.80,0.00,0.00,0.00,0.58,0.58,0.62,0.62,0.29,-27.21,6:54,rear end,0.29,63.39,140,5,2,4.21,2.00,90.60,0.00,0.29,5.17,-355.80,5.17,-355.80,151,5,2,4.21,2.00,63.39,0.58,0.29,6.07,-360.09,6.07,-360.09,1.00,99.00,99.00,
left turn real_038.trj,327.00,0.01,-231.26,0.00,0.00,0.00,5.82,3.44,2.59,2.59,1.80,-19.17,6:38,rear end,1.80,250.76,133,1,2,4.21,2.00,269.93,0.00,1.80,0.01,-231.26,0.01,-231.26,137,1,2,4.64,2.00,250.76,3.44,1.64,-1.13,-226.81,-1.13,-226.81,1.00,99.00,99.00,
