trjFile,tMinTTC,xMinPET,yMinPET,zMinPET,TTC,PET,MaxS,DeltaS,DR,MaxD,MaxDeltaV,ConflictAngle,ClockAngle,ConflictType,PostCrashV,PostCrashHeading,FirstVID,FirstLink,FirstLane,FirstLength,FirstWidth,FirstHeading,FirstVMinTTC,FirstDeltaV,xFirstCSP,yFirstCSP,xFirstCEP,yFirstCEP,SecondVID,SecondLink,SecondLane,SecondLength,SecondWidth,SecondHeading,SecondVMinTTC,SecondDeltaV,xSecondCSP,ySecondCSP,xSecondCEP,ySecondCEP,P(UEA),mTTC,mPET,
left turn real_036.trj,191.80,4.52,-293.88,0.00,0.00,0.00,0.52,0.43,-0.37,-0.37,0.23,-23.59,6:47,rear end,0.32,70.41,74,5,2,4.61,1.95,90.60,0.10,0.23,4.52,-293.88,4.52,-293.88,76,5,2,4.76,2.07,67.01,0.52,0.21,5.40,-298.64,5.40,-298.64,1.00,99.00,99.00,
left turn real_036.trj,202.60,0.00,-241.65,0.00,0.00,0.00,10.41,10.38,0.82,0.82,5.35,-6.67,6:13,rear end,5.03,263.26,92,1,2,4.61,1.95,269.93,0.00,5.03,0.00,-241.65,0.00,-241.65,94,1,1,4.21,2.00,263.26,10.38,5.35,-1.96,-239.21,-1.96,-239.21,1.00,99.00,99.00,
left turn real_036.trj,235.00,8.34,-324.14,0.00,0.00,0.00,3.46,3.12,-2.84,-2.84,1.61,14.07,5:32,rear end,1.62,104.19,104,5,1,4.61,1.95,90.60,0.11,1.51,8.34,-324.14,8.34,-324.14,106,5,1,4.21,2.00,104.67,3.22,1.61,7.05,-328.62,7.05,-328.62,1.00,99.00,99.00,
left turn real_036.trj,291.40,4.58,-299.06,0.00,0.00,0.00,0.76,0.76,0.32,0.32,0.43,-26.29,6:53,rear end,0.33,64.31,93,5,2,4.76,2.07,90.60,0.00,0.33,4.58,-299.06,4.58,-299.06,99,5,2,4.01,1.85,64.31,0.76,0.43,5.48,-303.56,5.48,-303.56,1.00,99.00,99.00,
left turn real_036.trj,292.80,4.58,-299.06,0.00,0.00,0.00,4.34,4.34,2.79,2.79,2.47,-23.35,6:47,rear end,1.87,67.25,93,5,2,4.76,2.07,90.60,0.00,1.87,4.58,-299.06,4.58,-299.06,99,5,1,4.01,1.85,67.25,4.34,2.47,7.11,-300.28,7.11,-300.28,1.00,99.00,99.00,
left turn real_036.trj,299.40,-0.03,-228.72,0.00,0.00,0.00,3.25,3.25,2.66,2.66,1.63,-23.35,6:47,rear end,1.63,248.81,121,1,2,4.01,1.85,272.16,0.00,1.63,-0.03,-228.72,-0.03,-228.72,123,1,2,3.75,1.99,248.81,3.25,1.62,-1.21,-224.81,-1.21,-224.81,1.00,99.00,99.00,
left turn real_036.trj,300.60,0.00,-241.32,0.00,0.00,0.00,5.91,3.26,2.72,2.72,1.63,-20.66,6:41,rear end,1.63,249.26,116,1,2,4.21,2.00,269.93,0.00,1.63,0.00,-241.32,0.00,-241.32,120,1,2,4.21,2.00,249.26,3.26,1.63,-1.20,-237.09,-1.20,-237.09,1.00,99.00,99.00,
left turn real_036.trj,314.20,0.04,-209.47,0.00,0.00,0.00,5.30,4.35,2.48,2.48,2.42,-18.88,6:38,rear end,1.93,251.04,137,1,2,4.64,2.00,269.93,0.00,1.93,0.04,-209.47,0.04,-209.47,143,1,1,4.01,1.85,251.04,4.35,2.42,-1.66,-206.47,-1.66,-206.47,1.00,99.00,99.00,
left turn real_036.trj,317.60,0.05,-202.98,0.00,0.00,0.00,4.45,3.92,-0.04,-0.04,2.11,-13.97,6:28,rear end,2.34,257.68,149,1,2,4.76,2.07,269.93,0.54,1.81,0.05,-202.98,0.05,-202.98,150,1,1,4.21,2.00,255.96,4.45,2.11,-1.52,-198.81,-1.52,-198.81,1.00,99.00,99.00,
left turn real_036.trj,332.60,4.74,-314.60,0.00,0.00,0.00,0.58,0.58,0.62,0.62,0.29,-27.21,6:54,rear end,0.29,63.39,140,5,2,4.21,2.00,90.60,0.00,0.29,4.74,-314.60,4.74,-314.60,151,5,2,4.21,2.00,63.39,0.58,0.29,5.63,-318.90,5.63,-318.90,1.00,99.00,99.00,
left turn real_036.trj,353.00,4.90,-329.34,0.00,0.00,0.00,5.21,3.58,-0.62,-0.62,1.90,-14.58,6:29,rear end,1.68,76.03,159,5,2,4.21,2.00,90.60,0.00,1.68,4.90,-329.34,4.90,-329.34,163,5,2,3.75,1.99,76.03,3.58,1.90,6.29,-333.37,6.29,-333.37,1.00,99.00,99.00,
left turn real_036.trj,362.00,4.90,-329.34,0.00,0.00,0.00,7.00,5.62,0.13,0.13,2.99,-10.99,6:22,rear end,2.64,79.61,159,5,2,4.21,2.00,90.60,0.00,2.64,4.90,-329.34,4.90,-329.34,167,5,2,3.75,1.99,79.61,5.62,2.99,6.36,-333.39,6.36,-333.39,1.00,99.00,99.00,
left turn real_036.trj,368.60,8.13,-304.15,0.00,0.00,0.00,7.63,5.41,2.06,2.06,2.87,-0.06,6:00,rear end,2.93,90.51,167,5,1,3.75,1.99,90.58,0.06,2.87,8.13,-304.15,8.13,-304.15,169,10005,1,4.21,2.00,90.51,5.47,2.54,8.17,-307.60,8.17,-307.60,1.00,99.00,99.00,
left turn real_036.trj,369.20,8.08,-299.60,0.00,0.00,0.00,8.03,6.79,2.15,2.15,3.43,-7.72,6:15,rear end,3.37,82.88,165,5,1,4.36,1.97,90.60,0.00,3.37,8.08,-299.60,8.08,-299.60,169,10005,1,4.21,2.00,82.88,6.79,3.43,8.63,-303.98,8.63,-303.98,1.00,99.00,99.00,
left turn real_036.trj,377.20,4.90,-329.34,0.00,0.00,0.00,5.33,4.65,0.04,0.04,2.32,-12.56,6:25,rear end,2.32,78.04,159,5,2,4.21,2.00,90.60,0.00,2.32,4.90,-329.34,4.90,-329.34,172,5,2,4.21,2.00,78.04,4.65,2.32,6.31,-333.61,6.31,-333.61,1.00,99.00,99.00,
left turn real_036.trj,435.40,4.93,-332.83,0.00,0.00,0.00,0.77,0.77,-1.01,-1.01,0.43,-24.10,6:48,rear end,0.43,66.51,186,5,2,4.01,1.85,90.60,0.00,0.43,4.93,-332.83,4.93,-332.83,190,5,2,4.64,2.00,66.51,0.77,0.34,5.78,-337.26,5.78,-337.26,1.00,99.00,99.00,
left turn real_036.trj,435.00,-0.04,-272.51,0.00,0.00,0.00,5.45,3.02,2.51,2.51,1.72,-21.63,6:43,rear end,1.30,248.30,149,10006,1,4.76,2.07,269.93,0.00,1.30,-0.04,-272.51,-0.04,-272.51,162,1,2,4.01,1.85,248.30,3.02,1.72,-1.22,-268.11,-1.22,-268.11,1.00,99.00,99.00,
left turn real_036.trj,440.80,0.02,-221.90,0.00,0.00,0.00,4.45,3.36,2.77,2.77,1.78,-20.99,6:42,rear end,2.14,252.02,185,1,2,4.21,2.00,269.93,0.60,1.57,0.02,-221.90,0.02,-221.90,199,1,1,3.75,1.99,248.94,3.91,1.78,-1.67,-218.84,-1.67,-218.84,1.00,99.00,99.00,
left turn real_036.trj,440.20,0.35,-284.07,0.00,0.00,0.00,6.17,6.50,3.08,3.08,3.40,169.84,12:20,crossing,1.56,136.55,119,10004,1,4.76,2.07,130.75,4.65,3.10,0.35,-284.07,0.35,-284.07,187,10001,2,4.61,1.95,300.59,1.87,3.40,-1.64,-280.40,-1.64,-280.40,1.00,99.00,99.00,
left turn real_036.trj,444.40,-0.02,-253.97,0.00,0.00,0.00,5.13,4.70,2.21,2.21,2.57,-17.64,6:35,rear end,2.13,252.29,174,1,2,4.61,1.95,269.93,0.00,2.13,-0.02,-253.97,-0.02,-253.97,178,1,1,3.75,1.99,252.29,4.70,2.57,-2.01,-251.67,-2.01,-251.67,1.00,99.00,99.00,
left turn real_036.trj,447.00,4.90,-329.77,0.00,0.00,0.00,3.13,2.04,2.50,2.50,1.02,-20.84,6:42,rear end,2.14,75.53,186,5,2,4.01,1.85,90.60,1.21,1.02,4.90,-329.77,4.90,-329.77,192,5,2,3.75,1.99,69.76,3.13,1.02,6.17,-333.71,6.17,-333.71,1.00,99.00,99.00,
left turn real_036.trj,455.20,-0.02,-253.78,0.00,0.00,0.00,5.37,4.18,2.38,2.38,2.15,-14.83,6:30,rear end,2.64,256.92,179,1,2,4.61,1.95,269.93,0.63,2.02,-0.02,-253.78,-0.02,-253.78,183,1,2,4.21,2.00,255.10,4.79,2.15,-1.34,-249.31,-1.34,-249.31,1.00,99.00,99.00,
left turn real_036.trj,465.00,4.97,-336.64,0.00,0.00,0.00,5.72,3.98,-0.30,-0.30,2.02,-13.52,6:27,rear end,2.02,77.08,198,5,2,4.61,1.95,90.60,0.00,2.02,4.97,-336.64,4.97,-336.64,209,5,2,4.64,2.00,77.08,3.98,1.96,6.31,-341.31,6.31,-341.31,1.00,99.00,99.00,
left turn real_036.trj,501.20,-3.53,-264.49,0.00,0.00,0.00,12.82,12.79,0.16,0.16,6.40,-9.56,6:19,rear end,6.40,260.37,218,1,1,4.21,2.00,269.93,0.00,6.40,-3.53,-264.49,-3.53,-264.49,222,10007,1,4.21,2.00,260.37,12.79,6.40,-4.32,-260.63,-4.32,-260.63,1.00,99.00,99.00,
left turn real_036.trj,519.40,8.09,-300.04,0.00,0.00,0.00,7.55,7.55,0.00,0.00,3.89,-5.08,6:10,rear end,3.66,85.52,219,5,1,4.61,1.95,90.60,0.00,3.66,8.09,-300.04,8.09,-300.04,226,10005,1,4.21,2.00,85.52,7.55,3.89,8.48,-304.52,8.48,-304.52,1.00,99.00,99.00,
left turn real_036.trj,542.40,4.81,-320.85,0.00,0.00,0.00,0.90,0.90,2.04,2.04,0.48,-28.07,6:56,rear end,0.42,62.53,232,5,2,4.21,2.00,90.60,0.00,0.42,4.81,-320.85,4.81,-320.85,234,5,2,4.01,1.85,62.53,0.90,0.48,5.68,-325.13,5.68,-325.13,1.00,99.00,99.00,
left turn real_036.trj,568.40,-0.04,-272.55,0.00,0.00,0.00,5.23,5.23,2.09,2.09,2.70,-16.36,6:33,rear end,2.70,253.57,214,10006,1,4.21,2.00,269.93,0.00,2.70,-0.04,-272.55,-0.04,-272.55,220,1,1,4.61,1.95,253.57,5.23,2.53,-2.46,-271.83,-2.46,-271.83,1.00,99.00,99.00,
left turn real_036.trj,574.20,-0.03,-265.79,0.00,0.00,0.00,5.42,4.49,2.44,2.44,2.49,-18.14,6:36,rear end,2.00,251.79,223,1,2,4.64,2.00,269.93,0.00,2.00,-0.03,-265.79,-0.03,-265.79,225,1,1,4.01,1.85,251.79,4.49,2.49,-1.75,-262.71,-1.75,-262.71,1.00,99.00,99.00,
left turn real_036.trj,576.60,-0.03,-265.79,0.00,0.00,0.00,7.12,5.09,1.84,1.84,2.59,-13.12,6:26,rear end,2.50,256.81,223,1,2,4.64,2.00,269.93,0.00,2.50,-0.03,-265.79,-0.03,-265.79,244,1,2,4.61,1.95,256.81,5.09,2.59,-1.35,-261.09,-1.35,-261.09,1.00,99.00,99.00,
left turn real_036.trj,577.60,4.89,-328.64,0.00,0.00,0.00,2.70,2.70,-0.91,-0.91,1.35,-18.26,6:37,rear end,1.35,72.34,246,5,2,4.01,1.85,90.60,0.00,1.35,4.89,-328.64,4.89,-328.64,248,5,2,3.75,1.99,72.34,2.70,1.35,6.21,-332.55,6.21,-332.55,1.00,99.00,99.00,
left turn real_036.trj,587.40,4.57,-298.68,0.00,0.00,0.00,0.61,0.61,0.66,0.66,0.31,-26.50,6:53,rear end,0.30,64.10,236,5,2,4.64,2.00,90.60,0.00,0.30,4.57,-298.68,4.57,-298.68,239,5,2,4.61,1.95,64.10,0.61,0.31,5.42,-303.39,5.42,-303.39,1.00,99.00,99.00,
left turn real_036.trj,591.60,4.52,-293.38,0.00,0.00,0.00,0.83,0.77,0.31,0.31,0.40,-24.46,6:49,rear end,0.40,66.14,232,10004,1,4.21,2.00,90.60,0.00,0.40,4.52,-293.38,4.52,-293.38,236,5,2,4.64,2.00,66.14,0.77,0.37,5.36,-297.93,5.36,-297.93,1.00,99.00,99.00,
left turn real_036.trj,594.80,-0.03,-262.71,0.00,0.00,0.00,2.43,2.32,-0.59,-0.59,1.23,-19.59,6:39,rear end,1.19,251.31,256,1,2,4.21,2.00,269.93,0.11,1.09,-0.03,-262.71,-0.03,-262.71,268,1,2,4.01,1.85,250.34,2.43,1.23,-1.25,-258.57,-1.25,-258.57,1.00,99.00,99.00,
left turn real_036.trj,595.60,4.72,-312.40,0.00,0.00,0.00,3.34,1.97,2.56,2.56,1.08,-22.48,6:45,rear end,1.75,74.51,262,5,2,4.61,1.95,90.60,0.93,0.89,4.72,-312.40,4.72,-312.40,266,5,2,3.75,1.99,68.12,2.80,1.08,5.96,-316.58,5.96,-316.58,1.00,99.00,99.00,
left turn real_036.trj,643.20,4.65,-306.15,0.00,0.00,0.00,6.14,6.11,-2.40,-2.40,3.19,-9.76,6:20,rear end,2.95,80.90,283,5,2,4.76,2.07,90.60,0.03,2.91,4.65,-306.15,4.65,-306.15,284,5,1,4.61,1.95,80.84,6.14,3.19,6.33,-310.21,6.33,-310.21,1.00,99.00,99.00,
left turn real_036.trj,659.40,4.75,-315.75,0.00,0.00,0.00,4.38,4.08,-4.03,-4.03,2.26,-11.35,6:23,rear end,2.57,79.85,287,5,2,3.75,1.99,90.60,0.31,2.26,4.75,-315.75,4.75,-315.75,290,5,2,4.64,2.00,79.25,4.38,1.82,6.14,-319.99,6.14,-319.99,1.00,99.00,99.00,
left turn real_036.trj,675.80,-3.53,-263.44,0.00,0.00,0.00,12.30,12.30,-0.22,-0.22,6.44,-10.02,6:20,rear end,5.86,259.91,296,1,1,4.64,2.00,269.93,0.00,5.86,-3.53,-263.44,-3.53,-263.44,299,10007,1,4.21,2.00,259.91,12.30,6.44,-4.36,-260.73,-4.36,-260.73,1.00,99.00,99.00,
left turn real_036.trj,679.00,-3.53,-263.44,0.00,0.00,0.00,11.87,11.87,-0.28,-0.28,6.22,-10.75,6:22,rear end,5.65,259.18,296,1,1,4.64,2.00,269.93,0.00,5.65,-3.53,-263.44,-3.53,-263.44,300,10007,1,4.21,2.00,259.18,11.87,6.22,-4.41,-260.93,-4.41,-260.93,1.00,99.00,99.00,
left turn real_036.trj,713.40,-0.04,-272.75,0.00,0.00,0.00,5.56,2.50,-1.63,-1.63,1.35,-16.64,6:33,rear end,1.50,254.12,317,10006,1,4.21,2.00,269.93,0.16,1.35,-0.04,-272.75,-0.04,-272.75,321,1,2,4.76,2.07,253.29,2.66,1.15,-1.26,-268.23,-1.26,-268.23,1.00,99.00,99.00,
left turn real_036.trj,717.80,5.05,-343.81,0.00,0.00,0.00,1.68,1.60,-0.55,-0.55,0.91,-23.01,6:46,rear end,0.69,67.59,314,5,2,4.76,2.07,90.60,0.00,0.69,5.05,-343.81,5.05,-343.81,318,5,2,3.75,1.99,67.59,1.60,0.91,6.29,-348.07,6.29,-348.07,1.00,99.00,99.00,
left turn real_036.trj,718.80,5.05,-343.79,0.00,0.00,0.00,4.13,3.65,2.38,2.38,2.08,-23.49,6:47,rear end,1.58,67.21,314,5,2,4.76,2.07,90.60,0.01,1.57,5.05,-343.79,5.05,-343.79,318,5,1,3.75,1.99,67.11,3.66,2.08,7.42,-345.57,7.42,-345.57,1.00,99.00,99.00,
left turn real_036.trj,742.20,3.74,-288.85,0.00,0.00,0.00,7.97,7.97,0.00,0.00,4.36,-13.71,6:27,rear end,4.36,90.63,319,10004,1,4.01,1.85,104.34,0.00,4.36,3.74,-288.85,3.74,-288.85,334,10000,2,4.61,1.95,90.63,7.97,3.61,4.50,-291.69,4.50,-291.69,1.00,99.00,99.00,
left turn real_036.trj,744.40,3.74,-288.85,0.00,0.00,0.00,8.25,8.25,0.00,0.00,4.39,-13.74,6:27,rear end,4.39,90.60,319,10004,1,4.01,1.85,104.34,0.00,4.39,3.74,-288.85,3.74,-288.85,337,10000,2,4.21,2.00,90.60,8.25,3.86,4.51,-292.96,4.51,-292.96,1.00,99.00,99.00,
left turn real_036.trj,808.40,-3.53,-263.86,0.00,0.00,0.00,12.22,12.21,0.04,0.04,6.39,-12.41,6:25,rear end,5.81,257.52,361,1,1,4.64,2.00,269.93,0.00,5.81,-3.53,-263.86,-3.53,-263.86,365,10007,1,4.21,2.00,257.52,12.21,6.39,-4.59,-261.49,-4.59,-261.49,1.00,99.00,99.00,
left turn real_036.trj,817.20,4.81,-321.35,0.00,0.00,0.00,3.49,3.13,-3.85,-3.85,1.74,-13.43,6:27,rear end,1.75,78.70,362,5,2,4.64,2.00,90.60,0.36,1.40,4.81,-321.35,4.81,-321.35,364,5,2,3.75,1.99,77.17,3.49,1.74,6.23,-325.59,6.23,-325.59,1.00,99.00,99.00,
left turn real_036.trj,853.00,6.11,-362.99,0.00,0.00,0.00,0.74,0.65,0.20,0.20,0.34,26.70,5:07,rear end,0.44,66.77,385,5,2,4.21,2.00,63.90,0.74,0.30,6.11,-362.99,6.11,-362.99,386,5,2,3.75,1.99,90.60,0.10,0.34,5.21,-358.90,5.21,-358.90,1.00,99.00,99.00,
left turn real_036.trj,853.40,0.00,-240.14,0.00,0.00,0.00,4.62,2.60,2.07,2.07,1.34,-22.38,6:45,rear end,1.26,247.55,376,1,2,4.61,1.95,269.93,0.00,1.26,0.00,-240.14,0.00,-240.14,381,1,2,4.21,2.00,247.55,2.60,1.34,-1.17,-235.72,-1.17,-235.72,1.00,99.00,99.00,
left turn real_036.trj,857.20,4.85,-324.69,0.00,0.00,0.00,0.66,0.66,0.73,0.73,0.34,-25.17,6:50,rear end,0.34,65.43,368,5,2,4.64,2.00,90.60,0.00,0.34,4.85,-324.69,4.85,-324.69,373,5,2,4.76,2.07,65.43,0.66,0.32,5.69,-329.49,5.69,-329.49,1.00,99.00,99.00,
left turn real_036.trj,864.60,5.18,-356.23,0.00,0.00,0.00,2.91,1.64,0.40,0.40,0.91,-15.84,6:32,rear end,2.20,79.06,388,5,2,4.01,1.85,90.60,1.36,0.91,5.18,-356.23,5.18,-356.23,397,5,2,4.64,2.00,74.76,2.91,0.73,6.46,-360.65,6.46,-360.65,1.00,99.00,99.00,
left turn real_036.trj,868.20,5.83,-298.69,0.00,0.00,0.00,4.13,2.21,1.67,1.67,1.16,14.91,5:30,rear end,2.52,79.65,368,5,2,4.64,2.00,75.69,3.55,1.05,5.83,-298.69,5.83,-298.69,370,5,2,4.21,2.00,90.60,1.42,1.16,4.53,-294.14,4.53,-294.14,1.00,99.00,99.00,
left turn real_036.trj,870.00,5.26,-364.35,0.00,0.00,0.00,1.83,1.16,-5.02,-5.02,0.65,-15.10,6:30,rear end,1.33,79.07,399,5,2,4.01,1.85,90.60,0.71,0.65,5.26,-364.35,5.26,-364.35,401,5,2,4.64,2.00,75.50,1.83,0.52,6.56,-368.71,6.56,-368.71,1.00,99.00,99.00,
left turn real_036.trj,877.80,0.01,-229.26,0.00,0.00,0.00,5.49,2.91,2.08,2.08,1.52,-17.93,6:36,rear end,2.06,255.19,396,1,2,4.64,2.00,269.93,0.71,1.38,0.01,-229.26,0.01,-229.26,405,1,2,4.21,2.00,252.00,3.58,1.52,-1.24,-224.79,-1.24,-224.79,1.00,99.00,99.00,
left turn real_036.trj,894.00,4.76,-316.30,0.00,0.00,0.00,0.62,0.62,0.67,0.67,0.31,-27.65,6:55,rear end,0.31,62.95,399,5,2,4.01,1.85,90.60,0.00,0.31,4.76,-316.30,4.76,-316.30,407,5,2,4.01,1.85,62.95,0.62,0.31,5.63,-320.40,5.63,-320.40,1.00,99.00,99.00,
left turn real_036.trj,896.00,7.55,-323.64,0.00,0.00,0.00,5.02,2.99,-1.40,-1.40,1.54,33.05,4:54,lane change,3.82,77.91,409,5,1,4.76,2.07,57.56,2.99,1.45,7.55,-323.64,7.55,-323.64,410,5,2,4.64,2.00,90.60,5.02,1.54,4.88,-327.56,4.88,-327.56,1.00,99.00,99.00,
left turn real_036.trj,899.80,4.81,-321.15,0.00,0.00,0.00,4.29,4.14,-2.02,-2.02,2.13,-12.37,6:25,rear end,2.13,78.23,410,5,2,4.64,2.00,90.60,0.00,2.13,4.81,-321.15,4.81,-321.15,413,5,2,4.76,2.07,78.23,4.14,2.01,6.18,-325.91,6.18,-325.91,1.00,99.00,99.00,
left turn real_036.trj,923.40,-3.53,-263.41,0.00,0.00,0.00,10.78,8.88,2.28,2.28,4.93,-6.41,6:13,rear end,5.95,264.01,429,1,1,4.01,1.85,269.93,1.02,4.93,-3.53,-263.41,-3.53,-263.41,430,10007,1,4.64,2.00,263.52,9.89,3.95,-3.98,-259.36,-3.98,-259.36,1.00,99.00,99.00,
left turn real_036.trj,968.60,5.10,-348.95,0.00,0.00,0.00,0.58,0.58,0.63,0.63,0.31,-27.21,6:54,rear end,0.27,63.39,440,5,2,4.76,2.07,90.60,0.00,0.27,5.10,-348.95,5.10,-348.95,442,5,2,4.21,2.00,63.39,0.58,0.31,6.00,-353.52,6.00,-353.52,1.00,99.00,99.00,
left turn real_036.trj,970.00,5.10,-348.95,0.00,0.00,0.00,3.89,3.69,1.58,1.58,1.99,-25.54,6:51,rear end,1.70,65.07,440,5,2,4.76,2.07,90.60,0.00,1.70,5.10,-348.95,5.10,-348.95,442,5,1,4.21,2.00,65.07,3.69,1.99,7.60,-350.56,7.60,-350.56,1.00,99.00,99.00,
left turn real_036.trj,978.60,5.20,-358.65,0.00,0.00,0.00,0.72,0.47,0.61,0.61,0.25,-24.49,6:49,rear end,0.22,66.11,446,5,2,4.21,2.00,90.60,0.00,0.22,5.20,-358.65,5.20,-358.65,449,5,2,3.75,1.99,66.11,0.47,0.25,5.95,-362.86,5.95,-362.86,1.00,99.00,99.00,
left turn real_036.trj,994.80,-0.04,-272.72,0.00,0.00,0.00,5.90,3.42,2.70,2.70,1.95,-19.27,6:39,rear end,1.95,250.66,436,10006,1,3.75,1.99,269.93,0.00,1.95,-0.04,-272.72,-0.04,-272.72,443,1,2,4.76,2.07,250.66,3.42,1.47,-1.19,-268.39,-1.19,-268.39,1.00,99.00,99.00,
left turn real_036.trj,1005.00,5.21,-359.20,0.00,0.00,0.00,2.96,2.12,-1.30,-1.30,1.14,-15.42,6:31,rear end,1.75,78.94,457,5,2,4.76,2.07,90.60,0.80,0.98,5.21,-359.20,5.21,-359.20,463,5,2,4.21,2.00,75.18,2.88,1.14,6.57,-363.73,6.57,-363.73,1.00,99.00,99.00,
left turn real_036.trj,1006.60,5.04,-343.32,0.00,0.00,0.00,0.58,0.58,0.62,0.62,0.29,-27.21,6:54,rear end,0.29,63.39,445,5,2,4.21,2.00,90.60,0.00,0.29,5.04,-343.32,5.04,-343.32,446,5,2,4.21,2.00,63.39,0.58,0.29,5.94,-347.62,5.94,-347.62,1.00,99.00,99.00,
left turn real_036.trj,1007.60,5.26,-364.30,0.00,0.00,0.00,1.66,0.44,-7.26,-7.26,0.25,-15.36,6:31,rear end,1.61,83.85,464,5,2,4.76,2.07,90.60,1.60,0.19,5.26,-364.30,5.26,-364.30,465,5,2,4.01,1.85,75.24,1.66,0.25,6.62,-368.69,6.62,-368.69,1.00,99.00,99.00,
left turn real_036.trj,1102.20,4.92,-331.64,0.00,0.00,0.00,5.62,5.62,0.00,0.00,2.86,-10.80,6:22,rear end,2.76,79.80,513,5,2,4.64,2.00,90.60,0.00,2.76,4.92,-331.64,4.92,-331.64,516,5,2,4.61,1.95,79.80,5.62,2.86,6.35,-336.33,6.35,-336.33,1.00,99.00,99.00,
