trjFile,tMinTTC,xMinPET,yMinPET,zMinPET,TTC,PET,MaxS,DeltaS,DR,MaxD,MaxDeltaV,ConflictAngle,ClockAngle,ConflictType,PostCrashV,PostCrashHeading,FirstVID,FirstLink,FirstLane,FirstLength,FirstWidth,FirstHeading,FirstVMinTTC,FirstDeltaV,xFirstCSP,yFirstCSP,xFirstCEP,yFirstCEP,SecondVID,SecondLink,SecondLane,SecondLength,SecondWidth,SecondHeading,SecondVMinTTC,SecondDeltaV,xSecondCSP,ySecondCSP,xSecondCEP,ySecondCEP,P(UEA),mTTC,mPET,
left turn real_036.trj,1411.20,-0.04,-272.76,0.00,0.00,0.00,5.25,1.36,2.26,2.26,0.72,-26.00,6:52,rear end,0.63,243.93,605,10006,1,4.21,2.00,269.93,0.00,0.63,-0.04,-272.76,-0.04,-272.76,608,1,2,4.01,1.85,243.93,1.36,0.72,-0.58,-267.39,-1.20,-268.64,1.00,99.00,99.00,
left turn real_036.trj,1415.80,4.99,-338.64,0.00,1.00,0.80,1.86,0.00,-0.61,-3.94,0.00,0.00,6:00,rear end,1.86,90.60,635,5,2,3.75,1.99,90.60,1.86,0.00,5.00,-339.02,4.96,-335.25,638,5,2,4.01,1.85,90.60,1.86,0.00,5.05,-344.14,5.02,-340.90,1.00,99.00,99.00,
left turn real_036.trj,1420.80,5.09,-347.67,0.00,1.20,0.80,6.20,4.42,-1.46,-2.01,2.28,0.00,5:59,rear end,3.92,90.60,644,5,2,4.61,1.95,90.60,1.79,2.14,5.11,-349.41,5.07,-345.76,650,5,2,4.21,2.00,90.60,6.20,2.28,5.22,-360.34,5.13,-351.65,1.00,99.00,99.00,
left turn real_036.trj,1421.20,5.02,-341.00,0.00,1.50,1.00,1.96,1.61,-0.46,-0.97,0.88,0.00,6:00,rear end,1.23,90.60,638,5,2,4.01,1.85,90.60,0.34,0.88,5.02,-341.00,5.01,-340.16,644,5,2,4.61,1.95,90.60,1.96,0.73,5.09,-347.67,5.06,-345.29,1.00,99.00,99.00,
left turn real_036.trj,1417.40,5.08,-346.58,0.00,0.90,1.00,1.80,0.79,-1.84,-3.79,0.40,15.87,5:28,lane change,1.45,84.55,642,5,2,4.61,1.95,74.73,1.11,0.40,5.08,-346.58,8.39,-334.44,644,5,2,4.61,1.95,90.60,1.80,0.40,5.14,-352.29,5.06,-344.68,1.00,99.00,99.00,
left turn real_036.trj,1422.00,0.00,-241.81,0.00,1.50,3.00,5.32,5.32,-2.74,-3.06,2.96,19.47,5:21,lane change,2.37,269.93,639,1,2,4.64,2.00,250.46,0.00,2.37,0.00,-241.81,-2.66,-249.30,645,1,2,4.01,1.85,269.93,5.32,2.96,0.01,-229.76,0.00,-237.89,1.00,99.00,99.00,
left turn real_036.trj,1424.00,8.40,-333.02,0.00,1.30,0.80,4.56,4.31,-1.65,-1.65,2.16,0.19,5:59,rear end,2.41,90.59,642,5,1,4.61,1.95,90.41,0.25,2.16,8.39,-334.41,8.26,-316.80,649,5,1,4.61,1.95,90.60,4.56,2.16,8.56,-345.49,8.39,-329.15,1.00,99.00,99.00,
left turn real_036.trj,1435.80,4.89,-329.08,0.00,0.70,0.40,7.65,7.13,-0.08,-3.86,3.62,0.00,6:00,rear end,3.74,90.60,644,5,2,4.61,1.95,90.60,0.12,3.62,4.92,-331.84,4.88,-328.13,653,5,2,4.64,2.00,90.60,7.25,3.51,5.08,-346.89,4.94,-333.51,1.00,99.00,99.00,
left turn real_036.trj,1436.20,3.91,-289.36,0.00,0.90,1.40,3.81,3.50,-0.89,-6.01,1.78,-64.68,8:09,lane change,2.19,106.12,602,10004,1,4.61,1.95,159.09,1.00,1.78,4.02,-289.68,-19.40,-280.73,607,5,2,4.64,2.00,94.41,3.81,1.72,4.57,-298.22,3.88,-289.34,1.00,99.00,99.00,
left turn real_036.trj,1437.40,4.53,-294.51,0.00,1.50,1.00,2.54,1.41,-1.17,-2.14,0.71,-6.51,6:13,rear end,1.84,92.62,607,5,2,4.64,2.00,97.11,1.14,0.71,4.53,-294.51,3.88,-289.34,616,5,2,4.64,2.00,90.60,2.54,0.71,4.60,-301.19,4.53,-294.43,1.00,99.00,99.00,
left turn real_036.trj,1440.20,4.75,-315.17,0.00,1.20,0.40,2.80,0.74,-1.61,-1.61,0.40,0.00,6:00,rear end,2.46,90.60,638,5,2,4.01,1.85,90.60,2.06,0.40,4.75,-315.17,4.67,-307.78,644,5,2,4.61,1.95,90.60,2.80,0.33,4.80,-320.47,4.73,-313.52,1.00,99.00,99.00,
left turn real_036.trj,1442.80,4.77,-317.02,0.00,0.60,1.00,3.40,2.18,-7.12,-7.12,1.11,0.00,6:00,rear end,1.89,90.60,644,5,2,4.61,1.95,90.60,0.78,1.11,4.77,-317.18,4.72,-312.61,653,5,2,4.64,2.00,90.60,2.96,1.07,4.85,-325.07,4.78,-317.92,1.00,99.00,99.00,
left turn real_036.trj,1545.00,3.87,-289.17,0.00,0.00,0.00,6.32,0.74,-0.62,-2.31,0.40,-14.04,6:28,rear end,2.39,96.41,660,10004,1,4.21,2.00,104.64,2.16,0.40,4.26,-290.66,3.87,-289.17,665,5,2,4.76,2.07,90.60,2.62,0.34,4.56,-297.23,4.52,-293.72,1.00,99.00,99.00,
left turn real_036.trj,1545.20,4.63,-304.48,0.00,1.20,1.80,2.05,1.16,-0.75,-2.80,0.58,8.99,5:42,rear end,1.48,87.84,671,5,2,4.01,1.85,81.61,0.91,0.58,4.64,-304.75,4.90,-302.96,675,5,2,3.75,1.99,90.60,2.05,0.58,4.69,-310.03,4.67,-308.35,1.00,99.00,99.00,
left turn real_036.trj,1544.80,4.60,-300.80,0.00,0.80,1.20,2.32,0.43,-0.83,-4.27,0.23,-10.90,6:22,lane change,2.25,85.42,668,5,2,4.21,2.00,90.60,2.23,0.20,4.60,-300.80,4.52,-293.95,671,5,2,4.01,1.85,79.70,2.29,0.23,4.66,-307.15,6.60,-296.50,1.00,99.00,99.00,
left turn real_036.trj,1545.80,4.68,-309.19,0.00,1.10,1.80,1.63,0.97,-1.30,-2.70,0.49,0.00,6:00,rear end,1.14,90.60,675,5,2,3.75,1.99,90.60,0.66,0.49,4.68,-309.19,4.58,-299.32,683,5,2,3.75,1.99,90.60,1.63,0.49,4.73,-313.96,4.66,-307.11,1.00,99.00,99.00,
left turn real_036.trj,1548.80,4.77,-317.31,0.00,0.80,1.20,1.84,1.79,-0.28,-1.59,1.02,0.00,6:00,rear end,1.02,90.60,687,5,2,4.01,1.85,90.60,0.00,1.02,4.77,-317.38,4.69,-309.40,693,5,2,4.76,2.07,90.60,1.79,0.77,4.84,-324.15,4.77,-317.72,1.00,99.00,99.00,
left turn real_036.trj,1552.20,4.97,-298.17,0.00,1.10,1.80,2.64,2.12,-0.58,-1.86,1.06,38.27,4:43,lane change,1.62,82.66,675,5,2,3.75,1.99,52.33,0.72,1.06,4.57,-298.66,6.77,-295.82,683,5,2,3.75,1.99,90.60,2.64,1.06,4.65,-305.52,4.61,-302.02,1.00,99.00,99.00,
left turn real_036.trj,1554.20,6.77,-295.82,0.00,0.90,0.80,8.09,7.67,-0.27,-3.28,4.08,25.40,5:09,rear end,4.49,89.42,675,5,2,3.75,1.99,65.20,0.46,4.08,5.27,-297.95,7.67,-292.76,697,5,1,4.21,2.00,90.60,8.09,3.60,8.21,-311.83,8.08,-298.97,1.00,99.00,99.00,
left turn real_036.trj,1553.40,4.91,-330.63,0.00,1.50,2.00,1.75,1.75,-0.21,-0.66,0.87,29.23,5:02,lane change,0.87,90.60,698,5,2,4.61,1.95,61.37,0.00,0.87,4.91,-330.63,6.48,-327.74,699,5,2,4.61,1.95,90.60,1.75,0.87,4.98,-337.83,4.96,-335.11,1.00,99.00,99.00,
left turn real_036.trj,1554.20,4.61,-301.78,0.00,1.50,0.80,2.37,1.63,0.00,0.00,0.82,0.00,6:00,rear end,1.26,90.60,683,5,2,3.75,1.99,90.60,0.45,0.81,4.61,-302.31,4.59,-300.44,687,5,2,4.01,1.85,90.60,2.08,0.82,4.68,-308.57,4.64,-305.31,1.00,99.00,99.00,
left turn real_036.trj,1553.80,5.11,-349.41,0.00,1.50,3.20,1.40,0.82,-0.14,-2.63,0.43,0.00,5:59,rear end,1.01,90.60,705,5,2,4.21,2.00,90.60,0.58,0.43,5.11,-349.41,5.09,-347.76,707,5,2,4.64,2.00,90.60,1.40,0.39,5.16,-355.01,5.15,-353.70,1.00,99.00,99.00,
left turn real_036.trj,1552.60,5.05,-344.44,0.00,1.10,2.60,1.76,0.79,-1.81,-1.81,0.41,0.00,6:00,rear end,1.31,90.60,701,5,2,4.61,1.95,90.60,0.93,0.38,5.06,-344.63,4.92,-331.74,705,5,2,4.21,2.00,90.60,1.72,0.41,5.12,-351.01,5.03,-342.34,1.00,99.00,99.00,
left turn real_036.trj,1561.20,4.91,-330.45,0.00,1.50,1.00,4.02,1.04,-1.63,-1.73,0.55,0.00,5:59,rear end,3.53,90.60,705,5,2,4.21,2.00,90.60,2.98,0.55,4.91,-330.45,4.88,-328.08,707,5,2,4.64,2.00,90.60,4.02,0.50,4.99,-338.04,4.95,-334.70,1.00,99.00,99.00,
left turn real_036.trj,1559.00,-0.01,-248.74,0.00,1.40,3.20,11.15,4.99,-1.21,-3.59,2.73,0.00,6:00,rear end,8.86,269.93,703,1,2,3.75,1.99,269.93,6.13,2.73,-0.01,-247.57,-0.02,-255.55,712,1,2,4.61,1.95,269.93,11.13,2.26,0.03,-214.51,-0.01,-248.87,1.00,99.00,99.00,
left turn real_036.trj,1563.20,4.67,-307.47,0.00,1.50,1.20,2.01,1.68,-0.04,-0.60,0.88,0.00,6:00,rear end,1.13,90.60,693,5,2,4.76,2.07,90.60,0.33,0.80,4.67,-307.47,4.66,-306.64,699,5,2,4.61,1.95,90.60,2.01,0.88,4.74,-314.55,4.71,-311.89,1.00,99.00,99.00,
left turn real_036.trj,1558.40,4.75,-315.66,0.00,0.90,0.40,5.34,2.67,-0.61,-2.45,1.34,9.04,5:42,lane change,3.96,87.57,696,5,2,4.61,1.95,81.56,2.66,1.34,4.79,-318.86,8.04,-296.91,699,5,2,4.61,1.95,90.60,5.27,1.34,4.87,-327.26,4.71,-311.89,1.00,99.00,99.00,
left turn real_036.trj,1560.20,4.79,-319.22,0.00,1.10,1.40,3.95,2.03,-2.34,-4.67,1.01,0.00,6:00,rear end,2.94,90.60,699,5,2,4.61,1.95,90.60,1.92,1.01,4.79,-319.22,4.71,-311.60,701,5,2,4.61,1.95,90.60,3.95,1.01,4.87,-326.79,4.79,-318.94,1.00,99.00,99.00,
left turn real_036.trj,1563.20,4.87,-327.27,0.00,1.50,2.60,0.83,0.73,-1.06,-1.06,0.38,0.00,6:00,rear end,0.49,90.60,705,5,2,4.21,2.00,90.60,0.10,0.38,4.87,-327.28,4.86,-326.00,707,5,2,4.64,2.00,90.60,0.83,0.35,4.93,-332.78,4.92,-331.68,1.00,99.00,99.00,
left turn real_036.trj,1562.00,4.83,-323.17,0.00,0.90,0.80,2.67,2.04,-1.53,-2.16,1.05,0.00,5:59,rear end,1.62,90.60,701,5,2,4.61,1.95,90.60,0.64,0.99,4.83,-323.47,4.76,-316.43,705,5,2,4.21,2.00,90.60,2.67,1.05,4.90,-329.88,4.84,-324.32,1.00,99.00,99.00,
left turn real_036.trj,1566.40,-0.02,-255.55,0.00,0.00,0.00,5.26,1.62,2.37,2.37,0.88,-23.16,6:46,rear end,0.88,246.77,703,1,2,3.75,1.99,269.93,0.00,0.88,-0.02,-255.55,-0.02,-255.55,712,1,2,4.61,1.95,246.77,1.62,0.73,-0.55,-249.92,-1.17,-251.35,1.00,99.00,99.00,
left turn real_036.trj,1571.40,4.85,-325.49,0.00,0.90,1.00,7.72,5.70,-0.09,-4.38,3.16,0.00,6:00,rear end,4.56,90.60,707,5,2,4.64,2.00,90.60,2.02,2.54,4.86,-326.26,4.85,-324.78,714,5,2,3.75,1.99,90.60,7.72,3.16,5.02,-340.76,4.90,-329.53,1.00,99.00,99.00,
left turn real_036.trj,1575.60,4.89,-328.77,0.00,0.00,0.00,7.99,7.99,-1.27,-4.02,4.37,-6.30,6:13,rear end,4.37,84.30,714,5,2,3.75,1.99,90.60,0.00,4.37,4.89,-329.25,4.89,-328.77,716,5,2,4.61,1.95,84.30,7.99,3.62,5.06,-345.07,6.26,-333.05,1.00,99.00,99.00,
left turn real_036.trj,1593.00,-34.73,-280.72,0.00,1.20,1.60,3.87,2.97,-2.22,-2.40,1.53,-0.01,6:00,rear end,2.34,180.00,699,8,2,4.61,1.95,180.00,0.90,1.44,-34.30,-280.72,-38.90,-280.72,705,8,2,4.21,2.00,179.99,3.87,1.53,-25.82,-280.72,-30.51,-280.72,1.00,99.00,99.00,
left turn real_036.trj,1595.20,-30.96,-280.72,0.00,0.60,0.40,5.93,4.45,-2.36,-2.68,2.33,-8.45,6:17,rear end,3.82,173.13,705,8,2,4.21,2.00,180.00,1.51,2.33,-28.88,-280.72,-32.16,-280.72,707,8,2,4.64,2.00,171.55,5.93,2.12,-17.93,-280.74,-27.07,-279.38,1.00,99.00,99.00,
left turn real_036.trj,1647.80,-3.53,-263.37,0.00,0.00,0.00,11.73,9.34,1.51,1.51,5.11,-1.93,6:04,rear end,5.11,268.00,737,1,1,3.75,1.99,269.93,0.00,5.11,-3.53,-263.37,-3.53,-263.37,744,1,1,4.61,1.95,268.00,9.34,4.24,-3.51,-246.85,-3.94,-259.26,1.00,99.00,99.00,
left turn real_036.trj,1656.00,-3.49,-232.15,0.00,1.30,0.40,9.93,3.41,-3.05,-3.07,2.79,0.00,6:00,rear end,7.15,269.93,748,1,1,12.40,3.04,269.93,6.52,0.62,-3.48,-227.21,-3.49,-234.41,749,1,1,4.21,2.00,269.93,9.93,2.79,-3.47,-214.53,-3.48,-224.27,1.00,99.00,99.00,
left turn real_036.trj,1687.80,-3.47,-216.63,0.00,0.00,0.00,5.55,5.55,-2.93,-2.93,2.90,8.65,5:43,rear end,2.65,278.58,758,1,1,4.76,2.07,269.93,0.00,2.65,-3.47,-216.63,-3.47,-216.63,762,1,1,4.61,1.95,278.58,5.55,2.90,-3.45,-203.66,-2.21,-211.90,1.00,99.00,99.00,
left turn real_036.trj,1691.40,-0.03,-272.68,0.00,0.00,0.00,5.61,1.75,2.45,2.45,0.94,-23.00,6:46,rear end,0.81,248.99,739,10006,1,4.76,2.07,272.00,0.00,0.81,-0.04,-272.55,-0.03,-272.68,742,1,2,4.21,2.00,248.99,1.75,0.94,-0.64,-266.30,-1.51,-268.55,1.00,99.00,99.00,
left turn real_036.trj,1690.80,8.55,-344.03,0.00,1.50,1.60,4.33,4.18,-1.61,-1.61,2.32,0.00,6:00,rear end,2.47,90.60,753,5,1,4.01,1.85,90.60,0.15,2.32,8.55,-344.14,8.51,-340.54,761,5,1,4.64,2.00,90.60,4.33,1.86,8.66,-354.71,8.59,-348.30,1.00,99.00,99.00,
left turn real_036.trj,1694.00,-3.47,-216.49,0.00,0.90,2.40,8.75,0.85,-3.17,-3.17,0.68,-3.49,6:07,rear end,6.51,269.30,764,1,1,12.40,3.04,269.93,6.66,0.17,-3.46,-204.20,-3.50,-241.07,765,1,2,4.64,2.00,266.44,5.91,0.68,0.04,-209.46,-0.50,-218.17,1.00,99.00,99.00,
left turn real_036.trj,1696.60,-0.03,-266.49,0.00,0.00,0.00,4.56,1.44,0.55,0.55,0.77,-28.98,6:58,rear end,0.71,241.68,743,1,2,4.21,2.00,269.93,0.03,0.68,-0.03,-266.49,-0.03,-266.49,756,1,2,3.75,1.99,240.95,1.47,0.77,-0.63,-261.46,-1.21,-262.51,1.00,99.00,99.00,
left turn real_036.trj,1697.00,-0.02,-224.55,0.00,0.00,0.00,6.23,1.52,2.80,2.80,0.77,-21.32,6:43,rear end,1.19,253.49,762,1,2,4.61,1.95,270.92,0.45,0.77,-0.03,-224.28,-0.02,-224.55,765,1,2,4.64,2.00,249.60,1.94,0.75,-0.50,-218.17,-1.14,-219.88,1.00,99.00,99.00,
left turn real_036.trj,1693.80,4.66,-306.95,0.00,1.20,3.60,5.06,0.79,-0.67,-2.40,0.40,0.00,6:00,rear end,4.68,90.60,740,5,2,4.64,2.00,90.60,5.06,0.39,4.66,-306.95,4.58,-299.43,747,5,2,4.61,1.95,90.60,4.28,0.40,4.85,-325.35,4.69,-310.08,1.00,99.00,99.00,
left turn real_036.trj,1695.00,4.71,-311.84,0.00,1.10,4.00,4.80,0.89,-0.59,-2.02,0.45,0.00,5:59,rear end,4.36,90.60,745,5,2,4.64,2.00,90.60,4.80,0.44,4.71,-311.84,4.64,-304.61,752,5,2,4.61,1.95,90.60,3.91,0.45,4.91,-330.31,4.75,-315.14,1.00,99.00,99.00,
left turn real_036.trj,1695.60,4.66,-307.12,0.00,0.90,1.40,4.18,1.51,-1.07,-2.40,0.77,9.72,5:41,rear end,3.45,86.64,745,5,2,4.64,2.00,80.88,2.78,0.74,4.66,-307.12,5.11,-304.33,747,5,2,4.61,1.95,90.60,4.18,0.77,4.75,-315.63,4.69,-309.75,1.00,99.00,99.00,
left turn real_036.trj,1698.80,-0.01,-225.39,0.00,1.50,2.40,4.03,3.49,-2.06,-4.05,1.83,-0.26,6:01,rear end,2.37,269.96,762,1,2,4.61,1.95,270.19,0.54,1.83,-0.01,-225.39,0.01,-231.65,767,1,2,4.76,2.07,269.93,4.03,1.67,0.03,-215.51,0.02,-220.97,1.00,99.00,99.00,
left turn real_036.trj,1703.00,6.72,-301.85,0.00,0.90,0.60,2.71,1.69,2.19,2.19,0.86,39.53,4:41,lane change,0.89,88.94,745,5,1,4.64,2.00,51.08,0.08,0.83,6.41,-302.08,7.26,-301.03,747,5,2,4.61,1.95,90.60,1.75,0.86,4.68,-308.75,4.65,-305.81,1.00,99.00,99.00,
left turn real_036.trj,1705.00,4.77,-317.16,0.00,0.70,0.40,7.55,6.32,-0.41,-4.55,3.36,0.00,6:00,rear end,3.92,90.60,751,5,2,4.01,1.85,90.60,0.56,3.36,4.79,-319.74,4.63,-304.44,766,5,2,4.21,2.00,90.60,6.88,2.96,4.93,-333.13,4.71,-311.84,1.00,99.00,99.00,
left turn real_036.trj,1711.40,4.68,-309.06,0.00,0.00,0.00,7.52,5.04,-1.94,-4.74,2.67,-7.49,6:15,rear end,4.85,85.16,766,5,2,4.21,2.00,90.60,2.51,2.36,4.71,-311.32,4.68,-309.06,769,5,2,3.75,1.99,83.11,7.52,2.67,4.84,-323.81,6.13,-313.09,1.00,99.00,99.00,
left turn real_036.trj,1827.00,5.05,-344.52,0.00,0.90,1.40,6.73,6.73,-1.51,-7.49,3.36,0.00,5:59,rear end,3.37,90.60,818,5,2,4.76,2.07,90.60,0.00,3.36,5.06,-344.58,5.05,-343.74,825,5,2,4.76,2.07,90.60,6.73,3.36,5.20,-358.52,5.10,-349.11,1.00,99.00,99.00,
left turn real_036.trj,1827.80,4.82,-299.06,0.00,1.30,1.40,2.13,1.05,-1.23,-2.86,0.53,8.45,5:43,rear end,1.60,87.66,792,5,2,4.64,2.00,82.16,1.10,0.52,4.82,-299.06,7.81,-277.37,795,5,2,4.61,1.95,90.60,2.13,0.53,4.65,-305.53,4.57,-298.63,1.00,99.00,99.00,
left turn real_036.trj,1828.60,4.63,-303.92,0.00,1.20,1.00,2.19,1.43,-0.62,-1.90,0.74,0.00,5:59,rear end,1.45,90.60,795,5,2,4.61,1.95,90.60,0.76,0.69,4.63,-304.05,4.57,-298.62,798,5,2,4.21,2.00,90.60,2.19,0.74,4.70,-310.40,4.62,-303.53,1.00,99.00,99.00,
left turn real_036.trj,1837.00,0.03,-212.29,0.00,1.40,0.80,11.02,7.38,-1.25,-2.99,3.92,0.00,6:00,rear end,7.56,269.93,828,1,2,3.75,1.99,269.93,3.64,3.92,0.04,-209.66,0.03,-216.91,835,1,2,4.21,2.00,269.93,11.02,3.46,0.06,-195.01,0.04,-209.34,1.00,99.00,99.00,
left turn real_036.trj,1837.00,4.78,-318.24,0.00,0.70,1.00,2.54,1.64,-0.50,-3.79,0.84,-4.03,6:08,rear end,1.61,87.62,815,5,2,4.76,2.07,90.60,0.82,0.80,4.78,-318.70,4.77,-317.62,816,5,2,4.64,2.00,86.57,2.45,0.84,4.86,-326.26,5.07,-322.88,1.00,99.00,99.00,
left turn real_036.trj,1838.00,0.02,-225.45,0.00,1.30,1.40,6.44,4.37,-6.90,-6.90,2.39,0.00,6:00,rear end,4.05,269.93,823,1,2,4.61,1.95,269.93,2.07,1.98,0.02,-225.45,0.01,-229.56,828,1,2,3.75,1.99,269.93,6.44,2.39,0.03,-215.76,0.02,-221.88,1.00,99.00,99.00,
left turn real_036.trj,1839.60,4.94,-333.61,0.00,1.10,0.80,3.67,3.10,-0.84,-2.13,1.76,0.00,5:59,rear end,1.90,90.60,825,5,2,4.76,2.07,90.60,0.57,1.33,4.94,-333.95,4.92,-332.07,829,5,2,3.75,1.99,90.60,3.67,1.76,5.03,-342.44,4.98,-337.51,1.00,99.00,99.00,
left turn real_036.trj,1839.60,-27.41,-278.53,0.00,1.40,1.80,5.86,4.25,-1.77,-1.87,2.26,-20.44,6:41,rear end,3.90,184.19,811,8,2,4.01,1.85,200.38,1.77,2.26,-27.41,-278.53,-32.43,-280.40,790,8,2,4.21,2.00,179.94,5.86,1.99,-17.15,-280.73,-26.27,-280.72,1.00,99.00,99.00,
left turn real_036.trj,1842.40,4.67,-308.19,0.00,1.40,1.20,1.13,1.08,-0.40,-0.40,0.54,0.00,6:00,rear end,0.60,90.60,813,5,2,4.76,2.07,90.60,0.06,0.54,4.67,-308.21,4.66,-306.93,815,5,2,4.76,2.07,90.60,1.13,0.54,4.74,-314.49,4.72,-312.77,1.00,99.00,99.00,
left turn real_036.trj,1839.00,5.17,-329.12,0.00,0.60,1.20,4.38,2.41,-0.43,-7.42,1.21,14.90,5:30,lane change,3.21,85.80,818,5,2,4.76,2.07,75.71,2.09,1.21,5.17,-329.12,8.22,-317.15,825,5,2,4.76,2.07,90.60,4.37,1.21,4.98,-337.81,4.83,-323.54,1.00,99.00,99.00,
left turn real_036.trj,1843.40,8.13,-307.10,0.00,1.30,1.00,4.48,3.31,-1.19,-1.59,1.70,0.04,5:59,rear end,2.88,90.16,816,5,1,4.64,2.00,90.13,1.17,1.70,8.13,-307.85,8.12,-304.20,818,5,1,4.76,2.07,90.17,4.48,1.61,8.22,-317.15,8.20,-311.60,1.00,99.00,99.00,
left turn real_036.trj,1842.00,5.64,-302.50,0.00,1.20,2.80,6.59,6.04,-1.64,-6.88,3.35,13.31,5:33,rear end,3.90,88.32,801,5,2,4.01,1.85,75.86,0.57,3.35,5.16,-302.93,7.95,-291.87,816,5,1,4.64,2.00,89.17,6.59,2.68,7.96,-313.61,8.11,-303.27,1.00,99.00,99.00,
left turn real_036.trj,1844.60,-0.01,-273.16,0.00,0.00,0.00,5.59,1.95,2.60,2.60,0.98,-21.18,6:42,rear end,0.98,249.92,803,10006,1,4.01,1.85,271.10,0.00,0.98,-0.01,-273.16,-0.01,-273.16,809,1,2,4.01,1.85,249.92,1.95,0.98,-0.61,-267.42,-1.51,-269.87,1.00,99.00,99.00,
left turn real_036.trj,1839.80,-0.02,-253.35,0.00,1.30,2.40,5.16,1.30,-0.70,-2.73,0.65,0.00,6:00,rear end,4.52,269.93,810,1,2,4.36,1.97,269.93,5.16,0.64,-0.02,-253.35,-0.03,-262.43,820,1,2,4.21,2.00,269.93,3.86,0.65,0.00,-238.23,-0.02,-254.55,1.00,99.00,99.00,
left turn real_036.trj,1844.40,4.70,-310.88,0.00,0.90,0.40,4.81,3.51,-0.43,-2.30,1.75,0.00,5:59,rear end,3.06,90.60,815,5,2,4.76,2.07,90.60,1.30,1.75,4.72,-313.02,4.69,-310.21,825,5,2,4.76,2.07,90.60,4.81,1.75,4.82,-322.57,4.75,-315.62,1.00,99.00,99.00,
left turn real_036.trj,1846.00,4.55,-296.50,0.00,0.80,0.40,2.79,1.29,-0.05,-3.13,0.69,0.00,6:00,rear end,1.97,90.60,798,5,2,4.21,2.00,90.60,1.28,0.69,4.56,-297.70,4.54,-295.82,813,5,2,4.76,2.07,90.60,2.57,0.59,4.63,-304.01,4.60,-300.97,1.00,99.00,99.00,
left turn real_036.trj,1847.00,4.59,-300.56,0.00,1.00,1.60,2.20,1.93,-0.60,-2.16,0.97,0.00,6:00,rear end,1.23,90.60,813,5,2,4.76,2.07,90.60,0.27,0.97,4.59,-300.61,4.55,-296.84,815,5,2,4.76,2.07,90.60,2.20,0.97,4.67,-307.61,4.64,-305.31,1.00,99.00,99.00,
left turn real_036.trj,1850.20,-0.03,-267.17,0.00,0.00,0.00,5.60,1.29,2.43,2.43,0.65,-23.49,6:47,rear end,0.64,246.44,810,1,2,4.36,1.97,269.93,0.00,0.64,-0.03,-267.17,-0.03,-267.17,820,1,2,4.21,2.00,246.44,1.29,0.65,-0.44,-261.01,-1.25,-262.86,1.00,99.00,99.00,
left turn real_036.trj,1915.20,8.30,-320.71,0.00,0.00,0.00,6.67,6.67,-2.48,-2.93,3.70,8.30,5:43,rear end,2.97,98.90,858,5,1,4.64,2.00,90.60,0.00,2.97,8.30,-320.71,8.30,-320.71,862,5,1,4.01,1.85,98.90,6.67,3.70,8.45,-334.57,6.98,-325.16,1.00,99.00,99.00,
left turn real_036.trj,1955.40,5.04,-343.36,0.00,0.00,0.00,6.34,6.34,-2.04,-2.75,3.61,-8.18,6:16,rear end,2.73,82.42,870,5,2,4.76,2.07,90.60,0.00,2.73,5.04,-343.36,5.04,-343.36,874,5,2,3.75,1.99,82.42,6.34,3.61,5.18,-356.86,6.41,-347.66,1.00,99.00,99.00,
left turn real_036.trj,1969.20,5.15,-353.72,0.00,0.00,0.00,7.27,7.27,-2.36,-3.18,3.75,-7.49,6:15,rear end,3.52,83.11,875,5,2,4.61,1.95,90.60,0.00,3.52,5.15,-353.72,5.15,-353.72,884,5,2,4.21,2.00,83.11,7.27,3.75,5.31,-368.58,6.56,-358.21,1.00,99.00,99.00,
left turn real_036.trj,1973.60,0.02,-222.61,0.00,1.30,2.60,9.58,8.93,-3.70,-5.28,4.47,0.00,6:00,rear end,5.11,269.93,885,1,2,4.21,2.00,269.93,0.65,4.47,0.02,-222.09,0.02,-228.49,887,1,2,4.21,2.00,269.93,9.58,4.47,0.04,-205.00,0.02,-221.46,1.00,99.00,99.00,
left turn real_036.trj,1997.80,0.03,-219.44,0.00,1.30,1.40,7.53,5.46,-1.33,-7.31,2.77,0.00,6:00,rear end,4.76,269.93,889,1,2,4.64,2.00,269.93,2.07,2.69,0.03,-218.55,0.02,-222.88,899,1,2,4.61,1.95,269.93,7.53,2.77,0.04,-205.93,0.03,-215.07,1.00,99.00,99.00,
left turn real_036.trj,2003.40,-0.02,-254.42,0.00,1.20,1.40,4.25,3.06,-3.34,-5.06,1.53,0.00,6:00,rear end,2.61,269.93,885,1,2,4.21,2.00,269.93,1.08,1.53,-0.02,-254.19,-0.02,-259.98,887,1,2,4.21,2.00,269.93,4.13,1.53,-0.01,-245.39,-0.01,-252.92,1.00,99.00,99.00,
left turn real_036.trj,2003.60,-0.01,-247.86,0.00,1.50,2.00,4.55,0.96,-3.48,-3.48,0.50,0.00,6:00,rear end,4.09,269.93,887,1,2,4.21,2.00,269.93,3.59,0.50,-0.01,-247.86,-0.02,-253.05,889,1,2,4.64,2.00,269.93,4.55,0.46,0.00,-237.89,-0.01,-246.29,1.00,99.00,99.00,
left turn real_036.trj,2005.80,0.00,-243.73,0.00,1.40,3.40,3.11,1.05,-0.51,-5.19,0.54,0.00,6:00,rear end,2.58,269.93,889,1,2,4.64,2.00,269.93,2.06,0.52,0.00,-243.73,-0.01,-247.32,899,1,2,4.61,1.95,269.93,3.11,0.54,0.01,-233.37,0.00,-240.00,1.00,99.00,99.00,
