trjFile,tMinTTC,xMinPET,yMinPET,zMinPET,TTC,PET,MaxS,DeltaS,DR,MaxD,MaxDeltaV,ConflictAngle,ClockAngle,ConflictType,PostCrashV,PostCrashHeading,FirstVID,FirstLink,FirstLane,FirstLength,FirstWidth,FirstHeading,FirstVMinTTC,FirstDeltaV,xFirstCSP,yFirstCSP,xFirstCEP,yFirstCEP,SecondVID,SecondLink,SecondLane,SecondLength,SecondWidth,SecondHeading,SecondVMinTTC,SecondDeltaV,xSecondCSP,ySecondCSP,xSecondCEP,ySecondCEP,P(UEA),mTTC,mPET,
left turn real_002.trj,2671.80,4.61,-301.90,0.00,0.90,0.40,4.40,1.90,-1.05,-1.88,1.06,0.00,6:00,rear end,3.55,90.60,1165,5,2,3.75,1.99,90.60,2.49,1.06,4.63,-303.97,4.60,-301.02,1167,5,2,4.64,2.00,90.60,4.40,0.85,4.70,-310.82,4.65,-306.06,1.00,99.00,99.00,
left turn real_002.trj,2674.60,8.78,-365.65,0.00,0.80,1.40,6.45,6.45,-2.05,-2.75,3.48,0.00,5:59,rear end,2.98,90.60,1187,5,1,4.76,2.07,90.60,0.00,2.98,8.78,-365.74,8.75,-363.42,1192,5,1,4.21,2.00,90.60,6.45,3.48,8.92,-379.72,8.82,-370.11,1.00,99.00,99.00,
left turn real_002.trj,2672.80,-4.06,-259.75,0.00,0.10,1.20,12.09,10.28,-0.52,-0.52,8.40,17.08,5:26,rear end,3.26,242.05,1194,1,1,4.21,2.00,236.02,11.63,8.40,-3.50,-240.82,-27.96,-277.11,1172,1,2,12.40,3.04,253.10,1.43,1.88,-0.02,-255.40,-2.54,-263.71,1.00,99.00,99.00,
left turn real_002.trj,2678.20,-0.91,-282.97,0.00,0.00,0.00,7.77,8.30,1.17,1.17,6.93,135.05,1:30,crossing,4.13,262.18,1165,10004,1,3.75,1.99,132.86,3.53,6.93,3.01,-287.20,-0.91,-282.97,1172,10001,1,12.40,3.04,267.90,5.42,1.37,-3.12,-269.25,-3.39,-276.58,1.00,99.00,99.00,
left turn real_002.trj,2676.20,3.87,-289.13,0.00,1.40,0.60,3.68,2.34,-0.52,-0.52,1.30,-36.33,7:13,lane change,2.71,101.29,1165,10004,1,3.75,1.99,127.02,1.89,1.30,4.00,-289.49,-0.91,-282.97,1167,5,2,4.64,2.00,90.68,3.58,1.04,4.55,-296.30,4.42,-285.68,1.00,99.00,99.00,
left turn real_002.trj,2691.00,-0.03,-261.96,0.00,1.50,3.80,5.98,5.98,-3.48,-3.48,3.18,0.00,6:00,rear end,3.18,269.93,1176,1,2,4.01,1.85,269.93,0.00,3.18,-0.03,-261.96,-0.03,-264.79,1201,1,2,4.21,2.00,269.93,5.98,2.80,-0.01,-248.90,-0.02,-257.88,1.00,99.00,99.00,
left turn real_002.trj,2704.80,-0.55,-283.23,0.00,0.00,0.00,11.72,17.07,0.10,0.10,9.47,145.00,1:10,crossing,4.43,243.21,1199,10004,1,3.75,1.99,119.39,6.26,9.47,4.46,-292.13,-0.55,-283.23,1210,1,2,4.64,2.00,264.40,11.56,7.60,-0.83,-265.58,-2.65,-284.21,1.00,99.00,99.00,
left turn real_002.trj,2761.60,8.09,-300.34,0.00,0.00,0.00,8.17,7.64,0.00,0.00,4.00,-2.28,6:05,rear end,4.17,88.47,1223,5,1,4.64,2.00,90.60,0.53,3.64,8.09,-300.60,8.09,-300.34,1225,5,1,4.21,2.00,88.32,8.17,4.00,8.25,-315.54,8.59,-304.15,1.00,99.00,99.00,
left turn real_002.trj,2794.80,5.01,-340.59,0.00,0.00,0.00,6.20,6.20,-2.05,-2.76,3.29,-8.61,6:17,rear end,3.29,81.99,1238,5,2,3.75,1.99,90.60,0.00,3.29,5.01,-340.59,5.01,-340.59,1245,5,2,4.21,2.00,81.99,6.20,2.91,5.15,-353.41,6.38,-344.62,1.00,99.00,99.00,
left turn real_002.trj,2803.40,1.80,-285.60,0.00,0.00,0.00,8.55,9.20,2.04,2.04,5.10,156.17,12:48,crossing,0.96,189.25,1214,10004,1,4.64,2.00,114.05,4.23,4.09,4.32,-291.26,1.80,-285.60,1219,10001,2,3.75,1.99,270.22,5.16,5.10,-0.03,-275.80,0.00,-283.59,1.00,99.00,99.00,
left turn real_002.trj,2805.40,2.66,-286.84,0.00,0.00,0.00,9.80,12.50,1.86,1.86,6.35,165.98,12:28,crossing,0.81,205.29,1218,5,2,4.64,2.00,104.23,5.94,6.15,4.53,-294.20,2.66,-286.84,1226,10001,2,4.61,1.95,270.21,6.65,6.35,-0.04,-273.73,0.00,-285.03,1.00,99.00,99.00,
left turn real_002.trj,2802.00,-3.51,-250.48,0.00,1.50,4.00,4.45,4.45,-2.78,-2.78,2.26,0.00,6:00,rear end,2.19,269.93,1243,1,1,4.64,2.00,269.93,0.00,2.19,-3.51,-250.48,-3.52,-258.02,1251,1,1,4.61,1.95,269.93,4.45,2.26,-3.50,-239.22,-3.51,-245.98,1.00,99.00,99.00,
left turn real_002.trj,2806.80,-3.19,-281.83,0.00,0.00,0.00,10.22,11.55,1.84,1.84,6.41,128.23,1:44,crossing,2.76,207.40,1218,10004,1,4.64,2.00,141.85,5.62,5.13,2.05,-285.95,-3.19,-281.83,1239,1,1,4.01,1.85,270.07,7.19,6.41,-3.53,-268.63,-3.52,-278.69,1.00,99.00,99.00,
left turn real_002.trj,2809.40,-0.85,-283.03,0.00,0.00,0.00,10.87,11.54,0.69,0.69,6.41,138.59,1:23,crossing,3.64,252.63,1221,10004,1,4.01,1.85,131.53,3.72,6.41,3.20,-287.60,-0.85,-283.03,1243,1,1,4.64,2.00,270.12,8.48,5.13,-3.53,-268.06,-3.50,-283.78,1.00,99.00,99.00,
left turn real_002.trj,2809.80,4.54,-295.54,0.00,1.40,1.80,4.77,3.52,-1.19,-3.92,2.00,-0.81,6:02,rear end,3.25,90.74,1222,5,2,3.75,1.99,91.41,1.25,2.00,4.54,-295.54,4.45,-292.00,1224,5,2,4.76,2.07,90.60,4.77,1.51,4.63,-304.44,4.58,-299.55,1.00,99.00,99.00,
left turn real_002.trj,2811.60,-37.70,-280.72,0.00,1.00,2.80,2.89,2.64,-2.59,-2.59,1.32,0.00,6:00,rear end,1.58,180.00,1214,8,2,4.64,2.00,180.00,0.26,1.32,-37.61,-280.72,-41.43,-280.72,1218,8,2,4.64,2.00,180.00,2.89,1.32,-30.16,-280.72,-33.25,-280.72,1.00,99.00,99.00,
left turn real_002.trj,2810.60,-23.42,-280.73,0.00,1.20,2.40,7.29,1.36,-0.13,-2.85,0.75,-6.50,6:13,rear end,6.09,177.41,1218,8,2,4.64,2.00,179.99,6.62,0.60,-23.42,-280.73,-32.81,-280.72,1221,10004,1,4.01,1.85,173.49,5.45,0.75,-3.43,-281.66,-31.20,-278.50,1.00,99.00,99.00,
left turn real_002.trj,2811.40,4.71,-311.77,0.00,1.30,2.20,5.68,1.75,-3.11,-7.29,0.96,0.00,5:59,rear end,4.89,90.60,1231,5,2,4.61,1.95,90.60,5.68,0.79,4.71,-311.77,4.63,-304.04,1235,5,2,4.01,1.85,90.60,3.93,0.96,4.87,-327.23,4.71,-311.24,1.00,99.00,99.00,
left turn real_002.trj,2906.60,4.74,-314.25,0.00,0.00,0.00,7.09,7.09,-2.26,-3.05,3.55,-7.33,6:15,rear end,3.55,83.27,1275,5,2,4.21,2.00,90.60,0.00,3.55,4.74,-314.25,4.74,-314.25,1286,5,2,4.21,2.00,83.27,7.09,3.55,4.89,-328.85,6.11,-318.51,1.00,99.00,99.00,
left turn real_002.trj,2914.20,8.11,-304.28,0.00,0.00,0.00,7.12,7.12,0.00,0.00,3.78,1.24,5:58,rear end,3.34,90.60,1286,5,1,4.21,2.00,89.36,0.00,3.34,8.11,-304.28,8.11,-304.28,1289,5,1,3.75,1.99,90.60,7.12,3.78,8.27,-317.80,8.17,-307.83,1.00,99.00,99.00,
left turn real_002.trj,2914.80,8.08,-299.55,0.00,0.00,0.00,7.12,7.12,0.00,0.00,3.78,-3.41,6:07,rear end,3.34,87.19,1284,5,1,4.21,2.00,90.60,0.00,3.34,8.08,-299.55,8.08,-299.55,1289,5,1,3.75,1.99,87.19,7.12,3.78,8.23,-313.53,8.71,-303.63,1.00,99.00,99.00,
left turn real_002.trj,2920.60,4.87,-327.37,0.00,0.00,0.00,6.69,6.69,-1.71,-3.05,3.45,-7.96,6:16,rear end,3.45,82.64,1287,5,2,4.21,2.00,90.60,0.00,3.45,4.87,-327.37,4.87,-327.37,1294,5,2,4.61,1.95,82.64,6.69,3.24,5.02,-341.57,6.28,-331.84,1.00,99.00,99.00,
left turn real_002.trj,2923.40,4.87,-327.37,0.00,0.00,0.00,5.83,5.61,-1.82,-2.51,2.81,-9.50,6:19,rear end,2.81,81.10,1287,5,2,4.21,2.00,90.60,0.00,2.81,4.87,-327.37,4.87,-327.37,1296,5,2,4.21,2.00,81.10,5.61,2.81,5.00,-339.75,6.27,-331.64,1.00,99.00,99.00,
left turn real_002.trj,2924.20,5.07,-346.20,0.00,0.90,3.00,7.87,0.60,-0.93,-4.91,0.32,0.00,6:00,rear end,7.58,90.60,1295,5,2,4.21,2.00,90.60,7.87,0.28,5.07,-346.20,4.95,-334.23,1301,5,2,3.75,1.99,90.60,7.26,0.32,5.33,-370.66,5.01,-340.46,1.00,99.00,99.00,
left turn real_002.trj,2937.60,5.06,-345.49,0.00,0.00,0.00,6.76,6.76,-1.75,-3.10,3.85,-7.98,6:16,rear end,2.91,82.62,1300,5,2,4.76,2.07,90.60,0.00,2.91,5.06,-345.49,5.06,-345.49,1308,5,2,3.75,1.99,82.62,6.76,3.85,5.21,-359.53,6.47,-349.79,1.00,99.00,99.00,
left turn real_002.trj,2945.40,0.58,-284.33,0.00,0.00,0.00,9.93,12.36,1.90,1.90,6.18,160.03,12:40,crossing,1.18,219.68,1272,10004,1,4.64,2.00,117.36,5.82,6.18,4.37,-291.66,0.58,-284.33,1278,10001,1,4.64,2.00,277.40,6.73,6.18,-3.54,-273.17,-2.05,-284.63,1.00,99.00,99.00,
left turn real_002.trj,2947.80,-0.04,-272.37,0.00,0.00,0.00,5.70,1.68,2.63,2.63,0.90,-22.05,6:44,rear end,0.90,247.88,1271,10006,1,4.21,2.00,269.93,0.00,0.90,-0.04,-272.37,-0.04,-272.37,1279,1,2,4.76,2.07,247.88,1.68,0.77,-0.56,-266.33,-1.18,-267.85,1.00,99.00,99.00,
left turn real_002.trj,2952.20,-0.03,-265.87,0.00,0.00,0.00,7.66,3.21,2.51,2.51,1.68,-11.94,6:24,lane change,2.33,260.17,1280,1,2,4.64,2.00,269.93,0.82,1.53,-0.03,-265.43,-0.03,-265.87,1281,1,2,4.21,2.00,257.99,4.00,1.68,-0.70,-257.33,-2.13,-264.06,1.00,99.00,99.00,
left turn real_002.trj,2952.60,-35.06,-280.72,0.00,1.20,1.40,5.99,5.29,-2.12,-2.84,2.72,-0.02,6:00,rear end,3.43,179.98,1272,8,2,4.64,2.00,180.00,0.70,2.72,-34.52,-280.72,-38.62,-280.72,1274,8,2,4.76,2.07,179.98,5.99,2.57,-22.10,-280.73,-30.44,-280.72,1.00,99.00,99.00,
left turn real_002.trj,2956.00,0.00,-192.97,0.00,1.50,2.40,6.86,6.63,-1.89,-5.30,3.31,-0.90,6:02,rear end,3.55,269.96,1318,1,2,4.76,2.07,270.83,0.23,3.31,0.00,-192.97,0.02,-195.02,1320,1,2,4.76,2.07,269.93,6.86,3.31,0.08,-178.43,0.06,-188.19,1.00,99.00,99.00,
left turn real_002.trj,2958.60,0.06,-188.57,0.00,1.30,2.60,9.06,7.17,-3.45,-4.94,3.86,27.85,5:04,lane change,5.27,270.54,1320,1,2,4.76,2.07,248.80,2.23,3.31,0.07,-187.82,-2.00,-193.15,1321,1,2,4.21,2.00,276.65,9.06,3.86,-1.46,-171.37,0.03,-184.10,1.00,99.00,99.00,
left turn real_002.trj,2962.20,-4.47,-281.45,0.00,0.00,0.00,11.49,13.12,0.35,0.35,7.48,126.03,1:48,crossing,3.41,230.38,1288,10004,1,4.76,2.07,144.00,4.72,5.64,2.42,-286.46,-4.47,-281.45,1307,1,1,4.01,1.85,270.03,9.78,7.48,-3.53,-263.85,-3.52,-279.05,1.00,99.00,99.00,
left turn real_002.trj,2968.40,0.03,-216.28,0.00,0.00,0.00,6.39,2.21,2.02,2.02,1.16,-18.79,6:38,rear end,1.05,251.14,1312,1,2,4.64,2.00,269.93,0.00,1.05,0.03,-216.28,0.03,-216.28,1321,1,2,4.21,2.00,251.14,2.21,1.16,-0.41,-209.36,-1.25,-211.80,1.00,99.00,99.00,
left turn real_002.trj,2971.40,1.91,-285.66,0.00,0.00,0.00,11.77,11.92,0.67,0.67,5.96,151.23,12:58,crossing,4.09,262.86,1287,10004,1,4.21,2.00,118.89,2.15,5.96,3.92,-289.30,1.91,-285.66,1299,1,2,4.21,2.00,270.12,10.00,5.96,-0.04,-269.25,-0.01,-282.35,1.00,99.00,99.00,
left turn real_002.trj,2972.20,-1.46,-282.67,0.00,0.00,0.00,11.94,14.86,0.06,0.06,8.01,135.41,1:29,crossing,5.16,255.41,1287,10004,1,4.21,2.00,134.66,4.03,8.01,2.92,-287.10,-1.46,-282.67,1320,1,1,4.76,2.07,270.07,11.72,6.86,-3.53,-266.46,-3.51,-280.64,1.00,99.00,99.00,
left turn real_002.trj,2980.00,4.32,-291.02,0.00,1.40,1.40,4.79,3.33,-3.45,-3.45,1.89,-17.30,6:35,rear end,3.38,94.00,1301,10004,1,3.75,1.99,107.90,1.56,1.89,4.32,-291.02,3.20,-287.54,1300,5,2,4.76,2.07,90.60,4.79,1.43,4.58,-299.76,4.53,-294.94,1.00,99.00,99.00,
left turn real_002.trj,2980.20,-38.05,-280.72,0.00,1.00,1.60,6.76,6.21,-2.20,-2.96,3.11,-0.01,6:00,rear end,3.66,179.99,1287,8,2,4.21,2.00,180.00,0.55,3.11,-37.74,-280.72,-41.40,-280.72,1295,8,2,4.21,2.00,179.99,6.76,3.11,-24.07,-280.73,-33.95,-280.72,1.00,99.00,99.00,
left turn real_002.trj,2982.40,-0.04,-272.53,0.00,1.40,3.40,6.84,6.61,-3.25,-3.62,3.36,-21.71,6:43,rear end,3.48,270.70,1312,10006,1,4.64,2.00,291.64,0.25,3.25,-0.04,-272.44,3.12,-280.39,1331,1,2,4.61,1.95,269.93,6.84,3.36,-0.02,-257.89,-0.03,-268.45,1.00,99.00,99.00,
left turn real_002.trj,3031.40,8.08,-299.75,0.00,0.00,0.00,7.42,7.42,0.00,0.00,3.71,-3.55,6:07,rear end,3.71,87.06,1339,5,1,4.01,1.85,90.60,0.00,3.71,8.08,-299.75,8.08,-299.75,1349,5,1,4.01,1.85,87.06,7.42,3.71,8.23,-313.83,8.76,-303.52,1.00,99.00,99.00,
left turn real_002.trj,3046.80,4.85,-324.82,0.00,0.00,0.00,6.70,6.70,-2.11,-2.84,3.45,-7.53,6:15,rear end,3.25,83.07,1350,5,2,4.76,2.07,90.60,0.00,3.25,4.85,-324.82,4.85,-324.82,1356,5,2,4.64,2.00,83.07,6.70,3.45,5.00,-339.45,6.20,-329.58,1.00,99.00,99.00,
left turn real_002.trj,3075.40,4.94,-333.91,0.00,0.80,2.40,7.30,4.41,-1.04,-3.85,2.37,0.00,6:00,rear end,4.92,90.60,1362,5,2,4.76,2.07,90.60,2.89,2.03,4.94,-333.91,4.92,-332.03,1363,5,2,4.21,2.00,90.60,7.30,2.37,5.09,-347.93,4.99,-338.32,1.00,99.00,99.00,
left turn real_002.trj,3087.00,-3.47,-220.29,0.00,1.50,2.00,5.44,5.44,-3.00,-3.00,2.72,0.00,6:00,rear end,2.72,269.93,1368,1,1,4.21,2.00,269.93,0.00,2.72,-3.47,-220.29,-3.48,-223.26,1373,1,1,4.21,2.00,269.93,5.44,2.72,-3.46,-207.99,-3.47,-216.44,1.00,99.00,99.00,
left turn real_002.trj,3090.40,-1.76,-282.49,0.00,0.00,0.00,11.25,13.49,0.36,0.36,7.17,137.50,1:25,crossing,3.69,245.19,1345,10004,1,4.01,1.85,132.55,4.89,7.17,3.44,-288.15,-1.76,-282.49,1361,1,1,4.21,2.00,270.04,9.47,6.32,-3.53,-264.88,-3.52,-279.66,1.00,99.00,99.00,
left turn real_002.trj,3102.00,4.92,-331.35,0.00,1.50,1.80,7.95,6.14,-2.08,-6.99,3.17,2.91,5:54,rear end,4.98,93.00,1367,5,2,4.21,2.00,90.60,1.82,3.17,4.92,-331.35,4.88,-328.05,1380,5,2,4.61,1.95,93.51,7.95,2.97,5.54,-344.73,4.98,-335.62,1.00,99.00,99.00,
left turn real_002.trj,3111.00,4.76,-316.93,0.00,1.30,2.20,3.72,2.64,-3.44,-3.44,1.36,0.00,5:59,rear end,2.44,90.60,1367,5,2,4.21,2.00,90.60,1.08,1.36,4.76,-316.93,4.57,-298.83,1380,5,2,4.61,1.95,90.60,3.72,1.28,4.85,-324.71,4.73,-313.65,1.00,99.00,99.00,
left turn real_002.trj,3112.60,4.82,-322.50,0.00,1.00,1.20,2.76,1.62,-0.08,-7.01,0.81,-14.20,6:28,lane change,1.97,80.71,1380,5,2,4.61,1.95,90.60,1.21,0.81,4.82,-322.50,4.69,-309.33,1375,5,2,4.61,1.95,76.40,2.76,0.81,4.89,-329.30,7.26,-319.52,1.00,99.00,99.00,
left turn real_002.trj,3112.60,4.91,-330.40,0.00,0.50,0.40,7.70,4.85,0.00,0.00,2.50,-8.78,6:18,lane change,4.98,84.24,1375,5,2,4.61,1.95,90.60,2.67,2.35,4.91,-330.40,4.89,-329.30,1384,5,2,4.21,2.00,81.82,7.48,2.50,6.19,-337.32,6.63,-334.26,1.00,99.00,99.00,
left turn real_002.trj,3165.80,4.73,-313.18,0.00,0.00,0.00,5.52,2.82,-1.81,-2.47,1.52,-10.67,6:21,lane change,4.25,83.16,1404,5,2,4.21,2.00,90.60,2.79,1.52,4.75,-315.31,4.73,-313.18,1407,5,2,4.76,2.07,79.94,5.52,1.30,4.85,-325.47,6.34,-317.10,1.00,99.00,99.00,
left turn real_002.trj,3226.80,-2.46,-282.13,0.00,0.00,0.00,11.39,11.92,2.32,2.32,5.96,132.52,1:35,crossing,2.96,232.23,1395,10004,1,4.61,1.95,137.57,4.94,5.96,2.69,-286.84,-2.46,-282.13,1406,1,1,4.61,1.95,270.08,8.02,5.96,-3.53,-268.38,-3.52,-279.76,1.00,99.00,99.00,
left turn real_002.trj,3227.60,-0.04,-272.68,0.00,0.00,0.00,5.13,1.15,1.91,1.91,0.62,-28.98,6:58,rear end,0.53,241.12,1403,10006,1,4.76,2.07,270.10,0.00,0.53,-0.04,-272.68,-0.04,-272.68,1408,1,2,4.21,2.00,241.12,1.15,0.62,-0.59,-267.12,-1.18,-268.19,1.00,99.00,99.00,
left turn real_002.trj,3231.60,4.04,-289.65,0.00,1.00,0.40,3.25,1.45,-0.65,-0.85,0.77,-14.27,6:29,rear end,2.54,96.36,1404,10004,1,4.21,2.00,104.87,1.95,0.68,4.31,-291.02,3.73,-288.82,1413,5,2,3.75,1.99,90.60,3.25,0.77,4.56,-297.09,4.52,-293.73,1.00,99.00,99.00,
left turn real_002.trj,3232.80,-0.04,-272.68,0.00,0.00,0.00,5.53,1.86,1.50,1.50,0.93,-21.12,6:42,rear end,0.93,248.98,1403,10006,1,4.76,2.07,270.10,0.00,0.93,-0.04,-272.68,-0.04,-272.68,1410,1,2,4.76,2.07,248.98,1.86,0.93,-0.44,-265.88,-1.22,-267.89,1.00,99.00,99.00,
left turn real_002.trj,3234.80,-4.61,-281.34,0.00,0.00,0.00,8.08,8.37,2.06,2.06,4.51,112.59,2:15,crossing,2.81,212.08,1404,10004,1,4.21,2.00,148.63,5.00,4.51,1.38,-285.00,-4.61,-281.34,1410,1,1,4.76,2.07,261.22,5.06,3.86,-2.20,-271.14,-3.38,-278.78,1.00,99.00,99.00,
left turn real_002.trj,3232.80,4.63,-304.38,0.00,0.80,0.80,3.33,1.49,-1.16,-4.50,0.80,-1.64,6:03,rear end,2.53,91.25,1421,5,2,4.76,2.07,92.24,1.85,0.69,4.64,-305.32,4.04,-289.83,1422,5,2,4.21,2.00,90.60,3.33,0.80,4.71,-311.88,4.59,-300.14,1.00,99.00,99.00,
left turn real_002.trj,3235.80,4.74,-314.48,0.00,1.10,0.60,3.01,1.57,-1.52,-1.52,0.83,-8.29,6:17,lane change,2.29,84.81,1425,5,2,4.01,1.85,90.60,1.47,0.83,4.76,-316.04,4.64,-305.44,1429,5,2,4.21,2.00,82.32,3.01,0.73,4.82,-322.38,6.30,-311.44,1.00,99.00,99.00,
left turn real_002.trj,3236.40,0.00,-238.13,0.00,1.10,0.60,6.96,3.60,-1.02,-7.53,2.05,-6.19,6:12,lane change,4.93,266.17,1432,1,2,4.76,2.07,269.93,3.40,1.55,0.01,-236.09,-0.01,-245.38,1433,1,2,3.75,1.99,263.74,6.96,2.05,-0.01,-226.88,-1.71,-242.37,1.00,99.00,99.00,
left turn real_002.trj,3246.00,-1.89,-282.42,0.00,0.00,0.00,12.17,16.28,0.10,0.10,8.15,137.70,1:25,crossing,4.07,241.02,1425,10004,1,4.01,1.85,132.34,5.88,8.15,3.51,-288.34,-1.89,-282.42,1433,1,1,3.75,1.99,270.05,11.45,8.13,-3.53,-264.27,-3.51,-280.98,1.00,99.00,99.00,
left turn real_002.trj,3294.80,8.09,-300.59,0.00,0.00,0.00,8.23,4.85,-0.21,-0.41,2.43,-2.34,6:05,rear end,5.47,88.92,1455,5,1,4.21,2.00,90.60,3.05,2.43,8.12,-302.89,8.09,-300.59,1456,5,1,4.21,2.00,88.26,7.90,2.43,8.25,-315.44,8.59,-304.12,1.00,99.00,99.00,
left turn real_002.trj,3314.60,-3.51,-264.35,0.00,0.00,0.00,12.82,12.82,-0.15,-0.26,6.90,-1.17,6:02,rear end,6.90,267.83,1464,1,1,4.21,2.00,269.00,0.00,6.90,-3.51,-264.35,-3.51,-264.35,1465,1,1,4.76,2.07,267.83,12.82,5.91,-3.50,-242.37,-4.17,-259.97,1.00,99.00,99.00,
left turn real_002.trj,3329.40,-3.51,-264.35,0.00,0.00,0.00,12.49,12.44,-0.17,-0.23,6.22,-1.11,6:02,rear end,6.22,267.88,1464,1,1,4.21,2.00,269.00,0.00,6.22,-3.51,-264.35,-3.51,-264.35,1470,1,1,4.21,2.00,267.88,12.44,6.22,-3.50,-242.73,-4.14,-260.03,1.00,99.00,99.00,
left turn real_002.trj,3365.60,8.34,-323.93,0.00,0.90,2.00,6.99,6.99,-1.79,-3.08,3.83,0.00,6:00,rear end,3.83,90.60,1475,5,1,4.01,1.85,90.60,0.00,3.83,8.34,-323.98,8.31,-320.73,1481,5,1,4.61,1.95,90.60,6.99,3.17,8.49,-338.49,8.38,-328.10,1.00,99.00,99.00,
left turn real_002.trj,3370.20,8.49,-337.92,0.00,1.30,0.80,5.21,3.23,-1.83,-1.83,1.74,0.00,6:00,rear end,3.72,90.60,1484,5,1,4.21,2.00,90.60,1.99,1.74,8.50,-339.39,8.46,-335.80,1486,5,1,4.76,2.07,90.60,5.21,1.49,8.60,-348.69,8.53,-342.40,1.00,99.00,99.00,
left turn real_002.trj,3365.80,4.87,-326.93,0.00,1.10,1.00,6.11,6.07,-2.02,-2.28,3.18,0.00,6:00,rear end,3.22,90.60,1478,5,2,4.21,2.00,90.60,0.04,3.18,4.87,-327.36,4.71,-311.71,1482,5,2,4.64,2.00,90.60,6.11,2.89,5.01,-340.32,4.82,-322.37,1.00,99.00,99.00,
left turn real_002.trj,3366.20,8.40,-329.56,0.00,1.10,2.00,5.80,4.31,-2.14,-4.16,2.15,0.00,6:00,rear end,3.64,90.60,1481,5,1,4.61,1.95,90.60,1.49,2.15,8.40,-329.56,8.22,-312.66,1483,5,1,4.61,1.95,90.60,5.80,2.15,8.51,-339.97,8.35,-324.65,1.00,99.00,99.00,
left turn real_002.trj,3368.00,8.44,-333.59,0.00,1.50,1.80,4.77,4.02,-2.33,-2.53,2.07,0.00,5:59,rear end,2.70,90.60,1483,5,1,4.61,1.95,90.60,0.75,1.95,8.44,-333.96,8.26,-316.82,1484,5,1,4.21,2.00,90.60,4.77,2.07,8.55,-344.31,8.40,-329.50,1.00,99.00,99.00,
left turn real_002.trj,3371.20,-3.51,-247.87,0.00,1.50,3.20,6.48,3.23,-0.63,-1.83,1.84,0.00,6:00,rear end,4.64,269.93,1485,1,1,4.76,2.07,269.93,3.26,1.39,-3.51,-247.87,-3.51,-252.22,1490,1,1,4.01,1.85,269.93,6.48,1.84,-3.49,-229.38,-3.50,-243.81,1.00,99.00,99.00,
left turn real_002.trj,3391.20,0.02,-227.87,0.00,1.50,3.20,4.96,4.96,-2.94,-2.94,2.71,1.68,5:57,rear end,2.71,269.93,1496,1,2,3.75,1.99,268.24,0.00,2.71,0.02,-227.87,-0.15,-233.19,1503,1,2,4.61,1.95,269.93,4.96,2.25,0.03,-216.32,0.02,-223.72,1.00,99.00,99.00,
left turn real_002.trj,3391.40,4.79,-319.59,0.00,1.00,0.40,8.12,2.74,-4.91,-4.91,1.56,0.00,6:00,rear end,6.94,90.60,1495,5,2,3.75,1.99,90.60,5.38,1.56,4.81,-321.64,4.68,-308.55,1498,5,2,4.76,2.07,90.60,8.12,1.18,4.90,-329.43,4.75,-315.05,1.00,99.00,99.00,
left turn real_002.trj,3395.60,0.02,-218.92,0.00,1.30,0.80,8.23,5.30,-2.40,-5.24,2.69,-6.55,6:13,lane change,5.55,265.22,1504,1,2,4.64,2.00,269.99,2.97,2.61,0.02,-216.63,0.01,-228.35,1507,1,2,4.61,1.95,263.44,8.23,2.69,0.04,-204.97,-2.09,-223.53,1.00,99.00,99.00,
left turn real_002.trj,3400.20,-0.04,-272.67,0.00,1.30,2.00,8.29,8.29,-2.09,-4.06,4.15,-17.23,6:34,rear end,4.15,269.93,1489,10006,1,4.61,1.95,287.16,0.00,4.15,-0.04,-272.55,1.89,-278.80,1503,1,2,4.61,1.95,269.93,8.29,4.15,-0.02,-255.73,-0.03,-268.23,1.00,99.00,99.00,
left turn real_002.trj,3406.40,4.57,-298.42,0.00,0.40,0.40,6.16,5.46,-2.43,-2.69,2.99,-9.27,6:19,lane change,3.33,81.77,1495,5,2,3.75,1.99,90.60,0.35,2.99,4.58,-298.98,4.54,-295.91,1502,5,2,4.61,1.95,81.33,5.81,2.48,4.70,-311.16,6.68,-298.24,1.00,99.00,99.00,
left turn real_002.trj,3438.80,-3.53,-264.10,0.00,0.00,0.00,11.54,7.42,0.13,0.13,4.11,-3.51,6:07,rear end,7.15,267.08,1523,1,1,3.75,1.99,269.93,3.04,4.11,-3.53,-261.74,-3.53,-264.10,1524,1,1,4.64,2.00,266.42,10.45,3.30,-3.51,-245.55,-4.48,-261.04,1.00,99.00,99.00,
left turn real_002.trj,3507.00,-0.96,-282.94,0.00,0.00,0.00,9.59,10.16,1.57,1.57,5.09,137.21,1:26,crossing,2.46,238.05,1522,10004,1,3.75,1.99,132.94,3.84,5.07,3.01,-287.20,-0.96,-282.94,1527,1,1,4.01,1.85,270.15,7.00,5.09,-3.54,-271.42,-3.51,-281.03,1.00,99.00,99.00,
left turn real_002.trj,3510.00,-0.04,-272.55,0.00,0.00,0.00,4.86,1.37,2.28,2.28,0.72,-24.86,6:50,rear end,0.72,245.07,1521,10006,1,4.21,2.00,269.93,0.00,0.72,-0.04,-272.55,-0.04,-272.55,1529,1,2,4.64,2.00,245.07,1.37,0.65,-0.54,-266.85,-1.13,-268.12,1.00,99.00,99.00,
