trjFile,tMinTTC,xMinPET,yMinPET,zMinPET,TTC,PET,MaxS,DeltaS,DR,MaxD,MaxDeltaV,ConflictAngle,ClockAngle,ConflictType,PostCrashV,PostCrashHeading,FirstVID,FirstLink,FirstLane,FirstLength,FirstWidth,FirstHeading,FirstVMinTTC,FirstDeltaV,xFirstCSP,yFirstCSP,xFirstCEP,yFirstCEP,SecondVID,SecondLink,SecondLane,SecondLength,SecondWidth,SecondHeading,SecondVMinTTC,SecondDeltaV,xSecondCSP,ySecondCSP,xSecondCEP,ySecondCEP,P(UEA),mTTC,mPET,
left turn real_005.trj,355.80,4.68,-308.59,0.00,0.00,0.00,6.95,6.95,-1.75,-3.01,3.69,-7.46,6:15,rear end,3.26,83.14,159,5,2,4.21,2.00,90.60,0.00,3.26,4.68,-308.59,4.68,-308.59,163,5,2,3.75,1.99,83.14,6.95,3.69,4.83,-322.87,6.06,-312.62,1.00,99.00,99.00,
left turn real_005.trj,364.80,4.68,-308.59,0.00,0.00,0.00,6.22,6.22,-2.35,-2.83,3.30,-10.11,6:20,lane change,2.92,80.49,159,5,2,4.21,2.00,90.60,0.00,2.92,4.68,-308.59,4.68,-308.59,167,5,2,3.75,1.99,80.49,6.22,3.30,4.81,-321.40,6.36,-312.14,1.00,99.00,99.00,
left turn real_005.trj,369.00,8.00,-304.15,0.00,0.00,0.00,7.27,4.65,-2.39,-2.83,2.47,4.10,5:52,rear end,4.42,89.67,167,5,1,3.75,1.99,86.42,1.96,2.47,7.89,-305.87,8.00,-304.15,169,5,1,4.21,2.00,90.52,6.60,2.18,8.27,-317.77,8.18,-307.49,1.00,99.00,99.00,
left turn real_005.trj,369.80,8.08,-299.59,0.00,0.00,0.00,7.69,3.74,1.73,1.73,1.89,-7.07,6:14,rear end,1.85,83.54,165,5,1,4.36,1.97,90.60,0.00,1.85,8.08,-299.59,8.08,-299.59,169,5,1,4.21,2.00,83.54,3.74,1.89,8.18,-309.15,8.86,-303.17,1.00,99.00,99.00,
left turn real_005.trj,408.20,4.99,-338.02,0.00,1.00,2.80,7.91,0.64,-1.13,-3.43,0.32,-1.70,6:03,rear end,7.61,89.72,186,5,2,4.01,1.85,90.60,7.31,0.32,5.08,-346.60,4.97,-336.10,188,5,2,4.01,1.85,88.90,7.91,0.32,5.36,-373.86,5.97,-342.10,1.00,99.00,99.00,
left turn real_005.trj,423.60,-1.24,-282.82,0.00,0.00,0.00,8.08,9.86,1.98,1.98,5.24,143.09,1:14,crossing,1.69,185.20,156,10004,1,4.21,2.00,127.13,5.28,4.62,4.12,-289.90,-1.24,-282.82,162,10001,1,4.01,1.85,270.22,5.11,5.24,-3.53,-275.49,-3.50,-284.78,1.00,99.00,99.00,
left turn real_005.trj,426.80,-2.48,-282.11,0.00,0.00,0.00,9.40,10.23,1.58,1.58,5.27,133.76,1:32,crossing,2.27,220.51,158,10004,1,4.61,1.95,136.33,4.64,4.95,3.04,-287.38,-2.48,-282.11,168,1,1,4.21,2.00,270.09,6.45,5.27,-3.53,-269.26,-3.52,-279.97,1.00,99.00,99.00,
left turn real_005.trj,432.40,4.60,-301.15,0.00,1.20,0.60,2.76,1.46,-0.90,-1.06,0.73,0.00,6:00,rear end,2.02,90.60,173,5,2,4.61,1.95,90.60,1.29,0.73,4.61,-302.31,4.59,-300.08,176,5,2,4.61,1.95,90.60,2.76,0.73,4.68,-308.99,4.65,-305.71,1.00,99.00,99.00,
left turn real_005.trj,433.40,-3.54,-281.65,0.00,0.00,0.00,11.80,14.63,0.00,-0.20,7.31,128.46,1:43,crossing,4.73,249.00,159,10004,1,4.21,2.00,141.57,4.34,7.31,2.44,-286.39,-3.54,-281.65,183,1,1,4.21,2.00,270.03,11.53,7.31,-3.53,-263.14,-3.52,-279.55,1.00,99.00,99.00,
left turn real_005.trj,436.40,-0.04,-272.40,0.00,0.00,0.00,5.60,1.56,2.35,2.35,0.78,-23.21,6:46,rear end,0.78,246.72,149,10006,1,4.76,2.07,269.93,0.00,0.78,-0.04,-272.40,-0.04,-272.40,161,1,2,4.76,2.07,246.72,1.56,0.78,-0.56,-266.06,-1.17,-267.47,1.00,99.00,99.00,
left turn real_005.trj,436.60,4.60,-301.40,0.00,1.10,1.60,1.83,1.16,-0.76,-6.38,0.58,-22.16,6:44,rear end,1.28,74.93,176,5,2,4.61,1.95,90.60,0.77,0.58,4.60,-301.54,4.59,-300.23,181,5,2,4.61,1.95,68.44,1.83,0.58,4.66,-307.41,5.20,-306.06,1.00,99.00,99.00,
left turn real_005.trj,440.20,4.16,-290.09,0.00,1.50,1.00,2.66,1.58,-0.10,-0.24,0.79,-20.18,6:40,rear end,1.91,96.87,173,10004,1,4.61,1.95,110.78,1.21,0.79,4.16,-290.09,3.38,-288.02,176,5,2,4.61,1.95,90.60,2.66,0.79,4.56,-297.03,4.53,-294.34,1.00,99.00,99.00,
left turn real_005.trj,445.00,-0.03,-266.12,0.00,0.00,0.00,5.61,1.29,1.71,1.71,0.96,-24.71,6:49,rear end,0.34,245.63,164,1,2,10.22,2.50,269.92,0.01,0.34,-0.03,-266.12,-0.03,-266.12,175,1,2,4.61,1.95,245.21,1.30,0.96,-0.41,-257.05,-1.17,-258.70,1.00,99.00,99.00,
left turn real_005.trj,451.20,-1.23,-282.81,0.00,0.00,0.00,11.18,14.06,0.17,0.17,7.25,137.96,1:24,crossing,4.02,248.79,193,10004,1,4.21,2.00,132.12,4.50,7.25,3.30,-287.82,-1.23,-282.81,194,1,1,4.61,1.95,270.08,10.39,6.81,-3.53,-267.38,-3.51,-280.45,1.00,99.00,99.00,
left turn real_005.trj,501.20,-3.53,-264.49,0.00,0.00,0.00,12.82,12.57,0.16,0.16,6.28,-2.72,6:05,rear end,6.28,267.21,218,1,1,4.21,2.00,269.93,0.00,6.28,-3.53,-264.49,-3.53,-264.49,222,1,1,4.21,2.00,267.21,12.57,6.28,-3.50,-243.13,-4.36,-260.76,1.00,99.00,99.00,
left turn real_005.trj,524.40,8.10,-301.07,0.00,0.00,0.00,8.43,5.05,-0.36,-0.58,2.60,-2.37,6:05,rear end,4.58,88.80,227,5,1,4.61,1.95,90.60,2.14,2.44,8.11,-302.54,8.10,-301.07,229,5,1,4.21,2.00,88.23,7.18,2.60,8.25,-315.33,8.59,-304.12,1.00,99.00,99.00,
left turn real_005.trj,549.00,6.12,-345.55,0.00,0.80,1.20,6.82,6.82,-1.76,-4.52,3.89,44.11,4:32,lane change,2.93,90.60,240,5,2,4.76,2.07,46.49,0.00,2.93,5.07,-345.89,7.50,-343.34,246,5,2,4.01,1.85,90.60,6.82,3.89,5.22,-360.18,5.11,-349.80,1.00,99.00,99.00,
left turn real_005.trj,555.80,7.48,-344.38,0.00,1.30,0.60,6.50,5.28,-2.20,-2.45,2.93,22.74,5:15,lane change,3.60,85.96,247,5,2,4.64,2.00,67.86,1.36,2.35,6.02,-347.65,8.05,-342.66,248,5,1,3.75,1.99,90.60,6.50,2.93,8.70,-358.08,8.60,-348.48,1.00,99.00,99.00,
left turn real_005.trj,569.40,-3.38,-278.01,0.00,0.00,0.00,7.91,9.03,0.48,0.48,4.51,-114.00,9:48,crossing,2.93,202.00,220,1,1,4.61,1.95,261.49,5.23,4.51,-2.46,-271.83,-3.38,-278.01,221,10004,1,4.61,1.95,147.49,5.53,4.51,1.24,-284.92,-4.09,-281.52,1.00,99.00,99.00,
left turn real_005.trj,571.80,-0.01,-252.16,0.00,1.50,2.80,2.36,2.16,-1.25,-3.65,1.18,23.08,5:14,lane change,1.18,267.78,244,1,2,4.61,1.95,246.99,0.22,0.98,-0.01,-252.16,-2.75,-258.60,245,1,2,4.01,1.85,270.07,2.36,1.18,-0.02,-244.42,-0.01,-247.95,1.00,99.00,99.00,
left turn real_005.trj,573.60,-1.66,-255.75,0.00,1.40,1.20,6.55,3.70,-2.11,-3.57,2.98,20.34,5:19,lane change,5.87,267.82,244,1,2,4.61,1.95,249.59,3.23,2.98,-1.20,-254.48,-2.96,-259.23,253,1,1,12.40,3.04,269.93,6.55,0.71,-3.50,-240.64,-3.51,-247.97,1.00,99.00,99.00,
left turn real_005.trj,574.60,-0.04,-272.68,0.00,0.00,0.00,5.73,1.72,2.54,2.54,0.90,-20.88,6:42,rear end,0.90,249.05,214,10006,1,4.21,2.00,269.93,0.00,0.90,-0.04,-272.68,-0.04,-272.68,223,1,2,4.64,2.00,249.05,1.72,0.82,-0.55,-266.49,-1.41,-268.75,1.00,99.00,99.00,
left turn real_005.trj,570.80,8.55,-344.12,0.00,0.90,1.00,6.09,6.09,-2.23,-2.23,3.38,0.00,6:00,rear end,3.38,90.60,248,5,1,3.75,1.99,90.60,0.00,3.38,8.55,-344.30,8.38,-328.09,257,5,1,4.64,2.00,90.60,6.09,2.71,8.69,-357.31,8.51,-340.33,1.00,99.00,99.00,
left turn real_005.trj,576.80,-3.45,-282.62,0.00,0.00,0.00,9.00,9.53,-0.57,-0.57,4.84,-136.75,10:33,crossing,2.17,226.24,223,10001,1,4.64,2.00,265.14,6.17,4.69,-2.70,-273.74,-3.45,-282.62,230,10004,1,4.61,1.95,128.40,4.04,4.84,3.41,-288.14,-0.25,-283.52,1.00,99.00,99.00,
left turn real_005.trj,574.40,4.75,-315.92,0.00,1.40,0.80,2.15,1.11,-0.72,-0.72,0.60,0.00,6:00,rear end,1.63,90.60,232,5,2,4.21,2.00,90.60,1.03,0.60,4.76,-316.12,4.61,-302.55,238,5,2,4.76,2.07,90.60,2.15,0.51,4.82,-322.27,4.71,-311.47,1.00,99.00,99.00,
left turn real_005.trj,582.20,-5.36,-281.16,0.00,0.00,0.00,10.91,13.36,0.46,0.46,7.19,120.06,1:59,crossing,4.41,238.14,231,10004,1,4.21,2.00,149.97,5.83,7.19,1.50,-285.13,-5.36,-281.16,255,1,1,4.76,2.07,270.03,9.45,6.16,-3.53,-265.66,-3.52,-278.03,1.00,99.00,99.00,
left turn real_005.trj,587.00,-2.64,-282.01,0.00,0.00,0.00,8.05,9.08,0.20,0.20,4.89,132.37,1:35,crossing,2.01,208.91,232,10004,1,4.21,2.00,137.03,5.13,4.89,3.03,-287.29,-2.64,-282.01,250,1,1,4.76,2.07,269.39,4.80,4.19,-3.44,-271.00,-3.51,-277.93,1.00,99.00,99.00,
left turn real_005.trj,589.00,-0.03,-266.38,0.00,0.00,0.00,5.64,2.20,-0.67,-2.32,1.15,-15.44,6:31,rear end,2.08,257.86,252,1,2,4.21,2.00,269.93,0.97,1.15,-0.03,-265.86,-0.03,-266.38,254,1,2,4.64,2.00,254.48,3.12,1.05,-0.30,-258.40,-1.27,-261.91,1.00,99.00,99.00,
left turn real_005.trj,594.20,4.60,-301.28,0.00,0.80,0.40,5.71,2.83,-1.50,-3.88,1.55,-1.95,6:04,rear end,4.17,89.39,262,5,2,4.61,1.95,90.60,2.89,1.28,4.65,-305.91,4.59,-300.59,266,5,2,3.75,1.99,88.65,5.71,1.55,4.74,-314.33,4.94,-305.53,1.00,99.00,99.00,
left turn real_005.trj,603.60,-37.89,-280.72,0.00,1.10,1.40,6.13,3.47,-1.94,-2.62,1.76,-2.49,6:05,rear end,4.37,178.28,259,8,2,4.64,2.00,180.00,2.66,1.71,-35.86,-280.72,-39.40,-280.72,262,8,2,4.61,1.95,177.51,6.13,1.76,-24.20,-280.73,-33.16,-280.34,1.00,99.00,99.00,
left turn real_005.trj,642.80,4.68,-308.55,0.00,0.00,0.00,7.23,5.82,-2.31,-3.20,3.04,-7.70,6:15,rear end,4.18,84.26,283,5,2,4.76,2.07,90.60,1.42,2.78,4.69,-309.49,4.68,-308.55,284,5,2,4.61,1.95,82.90,7.23,3.04,4.84,-323.72,6.13,-313.29,1.00,99.00,99.00,
left turn real_005.trj,663.00,-3.53,-263.89,0.00,0.00,0.00,12.88,12.88,-0.15,-0.25,7.34,-2.89,6:06,rear end,5.54,267.04,288,1,1,4.76,2.07,269.93,0.00,5.54,-3.53,-263.89,-3.53,-263.89,292,1,1,4.01,1.85,267.04,12.88,7.34,-3.50,-241.20,-4.54,-261.33,1.00,99.00,99.00,
left turn real_005.trj,666.00,-3.53,-263.89,0.00,0.00,0.00,11.78,11.52,0.15,0.15,6.57,-2.59,6:05,rear end,4.95,267.34,288,1,1,4.76,2.07,269.93,0.00,4.95,-3.53,-263.89,-3.53,-263.89,293,1,1,4.01,1.85,267.34,11.52,6.57,-3.50,-242.27,-4.36,-260.77,1.00,99.00,99.00,
left turn real_005.trj,682.20,4.84,-324.24,0.00,0.00,0.00,6.11,6.11,-2.30,-2.71,3.15,-9.00,6:18,rear end,2.96,81.60,295,5,2,4.61,1.95,90.60,0.00,2.96,4.84,-324.24,4.84,-324.24,298,5,2,4.21,2.00,81.60,6.11,3.15,4.98,-337.34,6.25,-328.71,1.00,99.00,99.00,
left turn real_005.trj,700.40,5.20,-358.00,0.00,1.10,1.20,5.95,4.66,-2.78,-3.38,2.33,0.00,6:00,rear end,3.62,90.60,312,5,2,4.76,2.07,90.60,1.29,2.33,5.21,-358.93,5.18,-356.42,314,5,2,4.76,2.07,90.60,5.95,2.33,5.33,-370.64,5.25,-362.73,1.00,99.00,99.00,
left turn real_005.trj,703.60,-0.77,-283.16,0.00,0.00,0.00,8.13,10.57,1.99,1.99,5.45,143.58,1:13,crossing,1.74,194.06,276,10004,1,4.61,1.95,126.64,5.53,5.12,3.93,-289.46,-0.77,-283.16,280,10001,1,4.21,2.00,270.22,5.60,5.45,-3.53,-276.60,-3.50,-284.88,1.00,99.00,99.00,
left turn real_005.trj,703.20,1.45,-285.15,0.00,0.00,0.00,8.47,9.04,2.07,2.07,4.73,155.32,12:49,crossing,1.01,205.22,276,10004,1,4.61,1.95,114.88,4.61,4.73,4.35,-291.41,1.45,-285.15,286,10001,2,4.76,2.07,270.20,4.64,4.31,-0.04,-274.14,-0.01,-281.33,1.00,99.00,99.00,
left turn real_005.trj,698.60,5.55,-353.46,0.00,1.00,1.40,6.40,4.93,-2.18,-7.55,2.81,18.59,5:23,lane change,4.30,87.70,309,5,2,3.75,1.99,72.01,1.58,2.81,5.16,-354.84,8.45,-344.70,312,5,2,4.76,2.07,90.60,6.40,2.12,5.28,-366.28,5.15,-353.87,1.00,99.00,99.00,
left turn real_005.trj,705.40,2.09,-286.02,0.00,0.00,0.00,10.03,12.38,1.87,1.87,6.67,161.60,12:37,crossing,1.03,176.10,279,10004,1,4.76,2.07,108.59,6.03,5.71,4.52,-293.23,2.09,-286.02,294,10001,2,4.21,2.00,270.19,6.52,6.67,-0.04,-272.40,0.00,-283.51,1.00,99.00,99.00,
left turn real_005.trj,706.60,-3.93,-281.60,0.00,0.00,0.00,10.16,11.27,1.85,1.85,5.80,126.29,1:47,crossing,2.89,217.92,279,10004,1,4.76,2.07,143.78,5.50,5.47,2.09,-286.02,-3.93,-281.60,296,1,1,4.64,2.00,270.07,7.11,5.80,-3.53,-268.41,-3.52,-278.37,1.00,99.00,99.00,
left turn real_005.trj,711.00,4.58,-298.88,0.00,1.00,1.00,3.42,1.74,-0.27,-1.84,0.95,2.80,5:54,lane change,2.64,80.30,287,5,2,3.75,1.99,78.31,1.69,0.95,4.58,-299.33,6.24,-291.33,295,5,2,4.61,1.95,81.11,3.42,0.79,4.67,-307.97,6.05,-299.12,1.00,99.00,99.00,
left turn real_005.trj,716.40,-0.03,-265.95,0.00,0.00,0.00,6.03,1.90,2.95,2.95,0.96,-20.05,6:40,lane change,0.96,249.88,317,1,2,4.21,2.00,269.93,0.00,0.96,-0.03,-265.92,-0.03,-265.95,320,1,2,4.36,1.97,249.88,1.90,0.94,-0.61,-259.85,-1.52,-262.35,1.00,99.00,99.00,
left turn real_005.trj,718.60,-4.23,-281.44,0.00,0.00,0.00,10.75,10.56,2.53,2.53,5.33,119.85,2:00,crossing,3.19,223.71,285,10004,1,4.21,2.00,146.36,5.02,5.33,1.72,-285.41,-4.23,-281.44,320,1,1,4.36,1.97,266.21,7.12,5.23,-2.81,-268.05,-3.50,-278.48,1.00,99.00,99.00,
left turn real_005.trj,718.60,5.17,-355.42,0.00,0.70,0.40,8.02,5.72,-0.23,-3.64,2.86,0.00,5:59,rear end,5.16,90.60,319,5,2,4.01,1.85,90.60,2.30,2.86,5.21,-358.98,5.16,-354.43,328,5,2,4.01,1.85,90.60,8.02,2.86,5.33,-370.93,5.21,-359.42,1.00,99.00,99.00,
left turn real_005.trj,716.40,4.96,-335.26,0.00,1.20,3.00,3.86,2.75,-0.28,-7.45,1.48,0.00,5:59,rear end,2.59,90.60,308,5,2,4.21,2.00,90.60,1.11,1.48,4.96,-335.67,4.92,-331.44,312,5,2,4.76,2.07,90.60,3.86,1.27,5.05,-343.85,5.00,-339.73,1.00,99.00,99.00,
left turn real_005.trj,715.80,0.01,-231.57,0.00,1.00,0.60,9.69,6.16,-1.45,-2.94,3.08,-6.16,6:12,lane change,6.61,265.42,324,1,2,4.76,2.07,269.93,3.56,3.08,0.02,-227.80,0.00,-238.17,329,1,2,4.76,2.07,263.77,9.69,3.08,0.03,-213.82,-2.33,-235.49,1.00,99.00,99.00,
left turn real_005.trj,722.40,-0.03,-265.99,0.00,0.00,0.00,5.73,1.42,2.37,2.37,0.76,-24.35,6:49,rear end,0.76,245.57,317,1,2,4.21,2.00,269.93,0.00,0.76,-0.03,-265.99,-0.03,-265.99,321,1,2,4.76,2.07,245.57,1.42,0.66,-0.55,-260.19,-1.15,-261.50,1.00,99.00,99.00,
left turn real_005.trj,720.00,5.07,-345.82,0.00,1.00,1.60,2.37,1.09,-0.24,-1.46,0.62,0.00,6:00,rear end,1.75,90.60,314,5,2,4.76,2.07,90.60,1.28,0.47,5.07,-345.95,4.91,-330.84,319,5,2,4.01,1.85,90.60,2.37,0.62,5.15,-353.46,5.02,-341.49,1.00,99.00,99.00,
left turn real_005.trj,729.00,-0.02,-253.03,0.00,0.00,0.00,11.14,9.30,0.26,0.26,4.65,-6.11,6:12,lane change,4.85,263.94,324,1,2,4.76,2.07,269.93,0.20,4.65,-0.01,-252.96,-0.02,-253.03,333,1,2,4.76,2.07,263.82,9.49,4.65,-0.34,-234.86,-1.96,-249.77,1.00,99.00,99.00,
left turn real_005.trj,731.80,-0.18,-283.63,0.00,0.00,0.00,11.87,16.97,0.26,0.26,8.49,148.95,1:02,crossing,3.45,241.99,312,10004,1,4.76,2.07,120.40,6.15,8.49,4.32,-291.29,-0.18,-283.63,333,1,1,4.76,2.07,269.35,11.40,8.49,-3.30,-263.26,-3.51,-281.84,1.00,99.00,99.00,
left turn real_005.trj,744.40,-2.24,-257.29,0.00,0.60,0.40,11.70,9.61,-6.86,-7.06,4.80,15.17,5:30,lane change,6.62,267.79,340,1,2,4.61,1.95,254.76,1.89,4.80,-0.56,-251.81,-2.74,-259.83,342,1,1,4.61,1.95,269.93,11.42,4.80,-3.49,-235.63,-3.52,-253.12,1.00,99.00,99.00,
left turn real_005.trj,808.40,-3.53,-263.86,0.00,0.00,0.00,12.22,12.14,0.04,0.04,6.36,-3.15,6:06,rear end,5.78,266.78,361,1,1,4.64,2.00,269.93,0.00,5.78,-3.53,-263.86,-3.53,-263.86,365,1,1,4.21,2.00,266.78,12.14,6.36,-3.50,-242.18,-4.59,-261.49,1.00,99.00,99.00,
left turn real_005.trj,817.20,4.86,-325.81,0.00,0.00,0.00,6.09,4.24,-2.21,-3.40,2.35,-9.57,6:19,rear end,3.74,83.69,362,5,2,4.64,2.00,90.60,1.88,1.89,4.87,-327.20,4.86,-325.81,364,5,2,3.75,1.99,81.03,6.09,2.35,4.99,-338.02,6.24,-330.05,1.00,99.00,99.00,
left turn real_005.trj,836.20,6.42,-347.91,0.00,0.00,0.00,6.74,6.43,-0.63,-0.63,3.36,7.58,5:45,rear end,3.38,83.39,372,5,2,4.61,1.95,83.02,6.74,3.36,5.19,-357.88,6.42,-347.91,373,5,2,4.76,2.07,90.60,0.31,3.07,5.04,-343.29,5.04,-343.18,1.00,99.00,99.00,
left turn real_005.trj,843.40,-0.21,-283.60,0.00,0.00,0.00,8.20,10.31,2.21,2.21,5.40,146.41,1:07,crossing,1.57,189.06,344,10004,1,4.64,2.00,123.81,5.35,4.91,4.12,-290.07,-0.21,-283.60,359,10001,1,4.21,2.00,270.22,5.41,5.40,-3.53,-275.83,-3.50,-284.04,1.00,99.00,99.00,
left turn real_005.trj,848.40,-4.40,-281.47,0.00,0.00,0.00,11.02,12.27,1.80,1.80,6.99,123.86,1:52,crossing,3.19,216.43,348,10004,1,4.76,2.07,146.18,5.43,5.28,1.82,-285.64,-4.40,-281.47,369,1,1,3.75,1.99,270.04,8.39,6.99,-3.53,-266.94,-3.52,-278.40,1.00,99.00,99.00,
left turn real_005.trj,853.40,0.00,-240.14,0.00,0.00,0.00,4.62,1.36,2.07,2.07,0.70,-26.34,6:53,rear end,0.66,243.59,376,1,2,4.61,1.95,269.93,0.00,0.66,0.00,-240.14,0.00,-240.14,381,1,2,4.21,2.00,243.59,1.36,0.70,-0.56,-234.50,-1.17,-235.72,1.00,99.00,99.00,
left turn real_005.trj,850.00,0.01,-232.75,0.00,1.50,3.40,6.36,5.70,-3.05,-3.05,2.99,15.35,5:29,lane change,3.64,268.58,381,1,2,4.21,2.00,254.58,0.68,2.99,0.01,-232.61,-3.35,-244.80,392,1,2,4.64,2.00,269.93,6.36,2.71,0.03,-219.75,0.01,-231.67,1.00,99.00,99.00,
left turn real_005.trj,855.40,-6.16,-281.13,0.00,0.00,0.00,11.90,14.47,0.18,0.18,7.80,120.69,1:59,crossing,4.57,241.73,357,10004,1,4.76,2.07,149.34,4.68,6.68,2.13,-286.05,-6.16,-281.13,387,1,1,4.21,2.00,270.03,11.51,7.80,-3.53,-261.63,-3.51,-280.43,1.00,99.00,99.00,
left turn real_005.trj,852.20,4.72,-312.63,0.00,1.20,0.60,4.93,1.79,-1.45,-2.89,0.94,0.00,6:00,rear end,4.07,90.60,370,5,2,4.21,2.00,90.60,3.14,0.94,4.73,-313.81,4.54,-295.74,368,5,2,4.64,2.00,90.60,4.93,0.85,4.81,-320.93,4.67,-307.54,1.00,99.00,99.00,
left turn real_005.trj,859.20,-1.16,-282.86,0.00,0.00,0.00,11.22,16.38,0.10,0.10,8.19,143.14,1:14,crossing,3.11,227.38,370,10004,1,4.21,2.00,126.91,7.03,8.19,4.10,-289.86,-1.16,-282.86,381,1,1,4.21,2.00,270.05,10.20,8.19,-3.53,-264.89,-3.52,-280.15,1.00,99.00,99.00,
left turn real_005.trj,861.80,5.03,-341.99,0.00,1.10,2.00,2.89,2.14,-1.15,-2.24,1.07,0.00,6:00,rear end,1.82,90.60,384,5,2,3.75,1.99,90.60,0.75,1.07,5.03,-342.40,4.99,-338.04,386,5,2,3.75,1.99,90.60,2.89,1.07,5.10,-349.30,5.07,-345.60,1.00,99.00,99.00,
left turn real_005.trj,860.40,4.98,-337.72,0.00,1.30,2.60,2.66,1.66,-1.07,-3.08,0.88,0.00,6:00,rear end,1.78,90.60,383,5,2,4.21,2.00,90.60,1.00,0.78,4.98,-337.72,4.82,-322.58,384,5,2,3.75,1.99,90.60,2.66,0.88,5.05,-344.09,4.94,-333.77,1.00,99.00,99.00,
left turn real_005.trj,862.80,5.07,-346.44,0.00,1.30,2.40,3.18,2.13,-1.47,-2.49,1.07,0.00,6:00,rear end,2.11,90.60,386,5,2,3.75,1.99,90.60,1.04,1.07,5.08,-346.91,5.03,-342.33,388,5,2,4.01,1.85,90.60,3.18,1.07,5.15,-353.81,5.11,-350.22,1.00,99.00,99.00,
left turn real_005.trj,865.00,5.11,-350.22,0.00,1.10,0.80,6.46,6.21,-1.66,-2.47,3.10,0.00,5:59,rear end,3.35,90.60,388,5,2,4.01,1.85,90.60,0.25,3.10,5.13,-351.24,5.00,-339.68,395,5,2,4.01,1.85,90.60,6.46,3.10,5.26,-364.55,5.07,-346.24,1.00,99.00,99.00,
left turn real_005.trj,877.60,0.02,-227.07,0.00,0.00,0.00,5.37,1.91,1.53,1.53,1.00,-19.85,6:40,rear end,0.91,250.08,396,1,2,4.64,2.00,269.93,0.00,0.91,0.02,-227.07,0.02,-227.07,405,1,2,4.21,2.00,250.08,1.91,1.00,-0.26,-219.88,-1.25,-222.60,1.00,99.00,99.00,
left turn real_005.trj,897.00,-0.02,-259.97,0.00,1.50,2.40,2.36,2.30,-1.24,-3.91,1.17,0.00,6:00,rear end,1.23,269.93,376,1,2,4.61,1.95,269.93,0.06,1.17,-0.02,-259.97,-0.03,-261.79,392,1,2,4.64,2.00,269.93,2.36,1.13,-0.01,-252.04,-0.02,-255.35,1.00,99.00,99.00,
left turn real_005.trj,905.40,4.90,-329.38,0.00,0.70,0.40,7.45,2.80,-6.80,-6.80,1.49,-7.76,6:16,lane change,6.01,86.10,414,5,2,4.21,2.00,90.60,4.77,1.31,4.91,-330.31,4.80,-320.55,417,5,2,3.75,1.99,82.84,7.45,1.49,4.98,-337.58,6.71,-323.87,1.00,99.00,99.00,
left turn real_005.trj,965.60,4.97,-336.33,0.00,0.80,1.20,4.63,2.05,-2.72,-7.38,1.11,0.00,5:59,rear end,3.52,90.60,440,5,2,4.76,2.07,90.60,2.58,0.95,4.97,-336.33,4.95,-334.41,442,5,2,4.21,2.00,90.60,4.63,1.11,5.05,-344.42,5.00,-339.49,1.00,99.00,99.00,
left turn real_005.trj,983.60,-1.26,-282.88,0.00,0.00,0.00,8.17,9.81,1.96,1.96,5.14,143.70,1:13,crossing,1.64,186.57,410,10004,1,4.64,2.00,126.51,5.27,4.67,4.16,-290.21,-1.26,-282.88,421,10001,1,4.21,2.00,270.22,5.05,5.14,-3.53,-275.35,-3.50,-284.54,1.00,99.00,99.00,
left turn real_005.trj,987.00,-1.64,-282.56,0.00,0.00,0.00,9.78,10.59,1.63,1.63,5.46,135.01,1:30,crossing,2.64,236.12,414,10004,1,4.21,2.00,135.09,4.30,5.46,2.90,-287.08,-1.64,-282.56,427,1,1,4.61,1.95,270.10,7.10,5.13,-3.53,-269.85,-3.52,-279.63,1.00,99.00,99.00,
left turn real_005.trj,983.60,8.12,-303.12,0.00,0.50,0.20,3.69,0.36,1.87,1.87,0.18,-14.96,6:30,rear end,0.79,81.74,417,5,1,3.75,1.99,90.58,0.65,0.18,8.13,-304.36,8.03,-294.42,422,5,1,4.01,1.85,75.62,0.94,0.18,8.18,-308.71,10.59,-299.29,1.00,99.00,99.00,
left turn real_005.trj,988.60,-0.02,-253.54,0.00,1.50,2.00,2.26,1.49,-3.95,-3.95,0.83,0.00,6:00,rear end,1.43,269.93,396,1,2,4.64,2.00,269.93,0.77,0.66,-0.02,-253.54,-0.02,-256.46,433,1,2,3.75,1.99,269.93,2.26,0.83,-0.01,-247.26,-0.01,-249.49,1.00,99.00,99.00,
left turn real_005.trj,989.00,6.48,-365.70,0.00,0.50,1.00,3.40,2.62,-0.61,-6.95,1.49,-2.94,6:06,lane change,1.91,81.25,456,5,2,4.76,2.07,83.50,0.79,1.13,6.48,-365.70,8.58,-347.26,458,5,2,4.01,1.85,80.56,3.40,1.49,5.34,-371.50,6.50,-364.54,1.00,99.00,99.00,
left turn real_005.trj,993.80,-0.02,-259.29,0.00,0.00,0.00,6.19,1.95,2.43,2.43,1.08,-17.20,6:34,lane change,1.15,255.16,396,1,2,4.64,2.00,269.93,0.30,0.87,-0.02,-259.16,-0.02,-259.29,433,1,2,3.75,1.99,252.73,2.24,1.08,-0.47,-251.98,-1.58,-255.55,1.00,99.00,99.00,
left turn real_005.trj,992.00,0.00,-244.17,0.00,1.40,3.80,2.85,1.47,-7.58,-7.58,0.83,0.00,6:00,rear end,2.22,269.93,436,1,2,3.75,1.99,269.93,1.38,0.83,0.00,-244.17,-0.01,-250.12,443,1,2,4.76,2.07,269.93,2.85,0.63,0.01,-236.35,0.00,-239.99,1.00,99.00,99.00,
